file,group_id,x_guess,y_guess,x_centroid,y_centroid,dx,dy
hd21p11.fits,1,102,133,102.02892824215272,132.71960703911844,0.0,0.0
hd21p12.fits,1,102,133,102.05368936097604,132.7870883139277,0.02476111882332077,0.06748127480926769
hd21p13.fits,1,102,133,101.96495497019016,132.96596500128078,-0.06397327196255276,0.2463579621623353
hd21p14.fits,1,102,133,101.88612816118294,133.03154329182556,-0.1428000809697778,0.3119362527071132
hd21p15.fits,1,102,133,101.80551151124712,133.05377647325014,-0.22341673090559766,0.3341694341316952
