DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,residual_M,mu_tf,d_tf_mpc,d_catalog_mpc
*,54348,ESO581-025,83,3,2269,333,14,13.206,0.185,,,11.4,,,0.51,,,,,0.05,0.01,1.22,0.71,0.07,0,5,0,1,LEDA   54348,LEDA,228.37889,-20.67509,ivo://CDS.VizieR/J/ApJ/902/145:table1:6217,2161,2455,1.007,32.02,0.19,,,,,,,,,,32.02,0.19,0.53,2.5224442335063197,-20.620000000000005,-20.89368235262394,0.27368235262393625,32.29368235262394,28.756529417657113,25.35128630497911
*,54350,UGC09784,72,5,2362,175,16,15.723,0.076,,,15.39,,,0.34,,,,,0.01,0.0,0.84,0.39,0.01,0,3,0,1,LEDA   54350,LEDA,228.33737,62.72953,ivo://CDS.VizieR/J/ApJ/902/145:table1:6218,2570,2405,1.006,33.58,0.4,,,,,,,,,,33.58,0.4,0.65,2.2430380486862944,-18.189999999999998,-18.52292087752662,0.3329208775266217,33.912920877526616,60.615567500113265,51.99959965335157
*,54364,NGC5878,73,3,1992,444,10,13.616,0.076,,,10.74,,,0.64,,,,,0.03,0.0,1.21,0.66,0.07,0,5,0,1,LEDA   54364,LEDA,228.44054,-14.26987,ivo://CDS.VizieR/J/ApJ/902/145:table1:6219,1910,2179,1.006,32.46,0.14,,,,,,,,,,32.46,0.14,0.48,2.6473829701146196,-21.72,-21.95378753135891,0.23378753135891017,32.69378753135891,34.57462721862184,31.04559588128357
*,54377,UGC09780,87,2,5168,308,11,15.103,0.076,15.57,14.07,13.9,0.63,0.53,0.38,1.25,0.21,0.69,0.13,0.03,0.0,1.04,0.56,0.04,5,5,0,1,LEDA   54377,LEDA,228.50424,44.59062,ivo://CDS.VizieR/J/ApJ/902/145:table1:6220,5325,5265,1.014,33.95,0.17,33.93,0.16,0.43,33.95,0.17,0.43,33.97,0.17,0.42,34.15,0.17,0.55,2.4885507165004443,-20.050000000000004,-20.606095861205205,0.5560958612052005,34.5060958612052,79.65612437743816,61.659500186148286
*,54385,PGC054385,88,2,6666,416,10,15.639,0.076,17.01,14.68,13.66,0.3,0.24,0.23,1.61,0.27,0.98,0.21,0.06,0.0,1.23,0.71,0.07,5,5,2,1,LEDA   54385,LEDA,228.53415,25.69966,ivo://CDS.VizieR/J/ApJ/902/145:table1:6221,6753,6810,1.018,35.08,0.14,35.08,0.14,0.35,35.08,0.14,0.39,35.09,0.14,0.4,35.16,0.13,0.48,2.6190933306267428,-21.419999999999998,-21.713749940618207,0.29374994061820914,35.37374994061821,118.78182349549827,103.75284158180116
*,54386,PGC054386,59,4,6676,176,18,17.408,0.076,16.9,15.39,15.69,0.12,0.13,0.17,0.3,0.05,0.16,0.03,0.01,0.0,1.06,0.58,0.04,5,4,0,1,LEDA   54386,LEDA,228.55045,13.89417,ivo://CDS.VizieR/J/ApJ/902/145:table1:6222,6714,6841,1.018,34.72,0.42,34.72,0.4,0.56,34.73,0.42,0.57,34.73,0.42,0.57,34.68,0.46,0.64,2.24551266781415,-19.03,-18.543918020799012,-0.48608197920098917,34.23391802079901,70.27220874168142,87.90225168308838
*,54393,UGC09777,57,4,4701,289,5,15.104,0.076,15.28,13.58,13.22,0.35,0.22,0.19,0.33,0.06,0.19,0.03,0.02,0.0,1.24,0.71,0.07,5,5,1,1,LEDA   54393,LEDA,228.56314,20.47864,ivo://CDS.VizieR/J/ApJ/902/145:table1:6224,4767,4855,1.013,34.23,0.21,34.23,0.2,0.36,34.24,0.21,0.39,34.23,0.21,0.4,34.08,0.22,0.52,2.4608978427565478,-21.009999999999998,-20.37146122779511,-0.638538772204889,33.59146122779511,52.27478382851611,70.14552984199703
*,54400,PGC054400,70,3,14505,438,14,16.837,0.076,17.27,15.22,14.93,0.21,0.18,0.19,0.56,0.08,0.33,0.04,0.03,0.0,1.22,0.7,0.06,5,5,2,1,LEDA   54400,LEDA,228.61955,9.95485,ivo://CDS.VizieR/J/ApJ/902/145:table1:6225,14526,14675,1.038,36.99,0.18,37.0,0.17,0.35,36.99,0.18,0.39,36.98,0.18,0.4,37.15,0.18,0.48,2.6414741105040997,-22.060000000000002,-21.90365085762922,-0.15634914237078235,36.83365085762922,232.66452567794096,250.03453616964347
*,54407,UGC09791,57,4,9278,407,18,16.379,0.185,15.94,13.99,13.8,0.27,0.22,0.2,0.32,0.06,0.18,0.03,0.02,0.0,1.21,0.68,0.07,5,5,0,0,LEDA   54407,LEDA,228.63091,58.84311,ivo://CDS.VizieR/J/ApJ/902/145:table1:6227,9477,9333,1.025,35.87,0.26,35.87,0.25,0.35,35.87,0.26,0.39,35.88,0.26,0.4,36.02,0.28,0.48,2.60959440922522,-22.069999999999997,-21.633151592631695,-0.4368484073683021,35.433151592631695,122.07600786518042,149.27944095789942
*,54409,ESO513-028,80,3,2414,170,20,16.237,0.185,,,14.98,,,0.28,,,,,0.02,0.0,0.92,0.46,0.02,0,5,0,1,LEDA   54409,LEDA,228.63362,-23.11392,ivo://CDS.VizieR/J/ApJ/902/145:table1:6228,2298,2598,1.007,33.15,0.5,,,,,,,,,,33.15,0.5,0.66,2.230448921378274,-18.169999999999998,-18.41610213245777,0.24610213245777146,33.39610213245777,47.7771705518412,42.65795188015923
*,54417,PGC054417,68,4,9621,468,19,17.982,0.076,16.52,14.21,13.65,0.17,0.15,0.19,0.41,0.08,0.18,0.04,0.01,0.0,0.98,0.42,0.04,5,5,0,1,LEDA   54417,LEDA,228.66583,26.59422,ivo://CDS.VizieR/J/ApJ/902/145:table1:6229,9712,9762,1.026,35.89,0.21,35.91,0.21,0.35,35.89,0.21,0.39,35.88,0.21,0.4,35.91,0.22,0.48,2.670245853074124,-22.240000000000002,-22.14777909301659,-0.09222090698341034,35.797779093016594,144.39621806130438,150.66070661867417
*,54428,NGC5899,72,3,2589,472,14,14.364,0.076,13.52,11.51,10.96,0.74,0.63,0.49,0.53,0.07,0.25,0.04,0.02,0.0,1.04,0.49,0.04,4,5,0,1,LEDA   54428,LEDA,228.76355,42.04985,ivo://CDS.VizieR/J/ApJ/902/145:table1:6231,2738,2692,1.007,32.89,0.17,32.88,0.16,0.35,32.89,0.17,0.39,32.9,0.17,0.4,32.89,0.17,0.48,2.673941998634088,-21.93,-22.17914088805187,0.24914088805186907,33.13914088805187,42.44516025273194,37.84425847170934
*,54431,NGC5900,86,2,2463,412,16,14.76,0.076,15.16,12.88,11.64,0.51,0.44,0.27,1.21,0.19,0.6,0.11,0.04,0.0,1.09,0.54,0.05,5,4,0,1,LEDA   54431,LEDA,228.7709,42.20985,ivo://CDS.VizieR/J/ApJ/902/145:table1:6232,2613,2566,1.007,33.54,0.18,33.53,0.18,0.35,33.54,0.18,0.39,33.55,0.18,0.4,33.03,0.18,0.48,2.6148972160331345,-21.9,-21.678145908338003,-0.22185409166199577,33.318145908338,46.09238509224557,51.0504999975406
*,54440,PGC054440,72,3,10068,324,19,16.96,0.076,16.71,15.06,14.54,0.27,0.25,0.25,0.61,0.08,0.35,0.05,0.03,0.0,1.2,0.69,0.06,3,5,2,1,LEDA   54440,LEDA,228.80413,25.00394,ivo://CDS.VizieR/J/ApJ/902/145:table1:6233,10153,10212,1.027,35.74,0.25,35.72,0.24,0.37,35.73,0.25,0.39,35.75,0.25,0.4,35.47,0.27,0.52,2.510545010206612,-21.200000000000003,-20.792717443057967,-0.40728255694203597,35.332717443057966,116.55837621558413,140.6047524129916
*,54465,UGC09793,89,1,11425,642,5,16.419,0.076,17.04,14.5,13.25,0.4,0.33,0.29,1.69,0.11,1.0,0.1,0.06,0.0,1.19,0.65,0.06,5,4,0,1,LEDA   54465,LEDA,228.95056,18.37856,ivo://CDS.VizieR/J/ApJ/902/145:table1:6235,11483,11581,1.03,35.97,0.12,35.99,0.12,0.35,35.96,0.12,0.39,35.96,0.12,0.4,36.04,0.1,0.48,2.807535028068853,-22.72,-23.31267774132336,0.5926777413233602,36.562677741323355,205.36931203240331,156.3147642640954
*,54470,NGC5907,89,1,667,469,8,11.345,0.076,12.13,10.1,9.14,2.86,2.18,1.45,1.75,0.11,1.08,0.11,0.06,0.0,1.24,0.71,0.07,5,5,0,1,LEDA   54470,LEDA,228.9737,56.32885,ivo://CDS.VizieR/J/ApJ/902/145:table1:6236,860,729,1.002,30.7,0.13,30.68,0.13,0.35,30.71,0.13,0.39,30.72,0.13,0.4,30.8,0.11,0.48,2.6711728427150834,-21.56,-22.155644600109845,0.5956446001098463,31.295644600109846,18.160546773635847,13.803842646028846
*,54491,NGC5891,51,4,3089,212,14,16.294,0.185,,,13.45,,,0.19,,,,,0.01,0.0,1.23,0.69,0.07,0,5,0,1,LEDA   54491,LEDA,229.0556,-11.49429,ivo://CDS.VizieR/J/ApJ/902/145:table1:6238,3020,3273,1.009,33.55,0.37,,,,,,,,,,33.55,0.37,0.59,2.326335860928751,-20.099999999999998,-19.229702813479502,-0.8702971865204958,32.6797028134795,34.35109319653095,51.286138399136426
*,54565,ESO582-001,72,3,6633,420,18,15.076,0.185,,,12.68,,,0.25,,,,,0.03,0.0,1.21,0.67,0.07,0,5,0,1,LEDA   54565,LEDA,229.32584,-22.29756,ivo://CDS.VizieR/J/ApJ/902/145:table1:6241,6522,6814,1.018,34.4,0.21,,,,,,,,,,34.4,0.21,0.48,2.6232492903979003,-21.72,-21.74901325923036,0.02901325923036069,34.42901325923036,76.8781018414235,75.85775750291832
*,54595,ESO387-020,83,3,6407,398,14,16.428,0.076,,,13.45,,,0.26,,,,,0.05,0.01,1.23,0.7,0.07,0,5,0,1,LEDA   54595,LEDA,229.44068,-33.08783,ivo://CDS.VizieR/J/ApJ/902/145:table1:6242,6257,6579,1.017,34.86,0.17,,,,,,,,,,34.86,0.17,0.48,2.5998830720736876,-21.41,-21.55075089700871,0.14075089700871146,35.000750897008714,100.03458606477348,93.75620069258802
*,54600,PGC054600,72,3,10673,341,19,17.764,0.076,16.84,14.73,14.28,0.23,0.19,0.19,0.62,0.08,0.35,0.05,0.03,0.0,1.23,0.69,0.07,5,4,2,1,LEDA   54600,LEDA,229.46203,8.22889,ivo://CDS.VizieR/J/ApJ/902/145:table1:6243,10690,10841,1.029,35.43,0.24,35.44,0.23,0.35,35.43,0.24,0.39,35.41,0.24,0.4,35.45,0.25,0.5,2.5327543789924976,-21.15,-20.981163936959746,-0.16883606304025278,35.26116393695975,112.78018103722744,121.89895989248662
*,54611,PGC054611,89,1,7319,536,18,16.259,0.185,,,12.58,,,0.32,,,,,0.06,0.0,1.16,0.62,0.06,0,5,0,0,LEDA   54611,LEDA,229.49594,-16.32096,ivo://CDS.VizieR/J/ApJ/902/145:table1:6245,7232,7500,1.02,34.82,0.17,,,,,,,,,,34.82,0.17,0.48,2.72916478969277,-22.240000000000002,-22.647706269571977,0.40770626957197464,35.227706269571975,111.05580229499817,92.04495717531712
*,54612,UGC09807,72,4,9624,432,9,15.797,0.076,15.89,14.03,13.53,0.3,0.22,0.22,0.63,0.11,0.36,0.07,0.04,0.01,1.24,0.7,0.07,5,4,2,1,LEDA   54612,LEDA,229.49465,10.89566,ivo://CDS.VizieR/J/ApJ/902/145:table1:6246,9652,9788,1.026,35.36,0.16,35.35,0.16,0.35,35.36,0.16,0.39,35.36,0.16,0.4,35.39,0.15,0.48,2.635483746814912,-21.83,-21.852822621792935,0.022822621792936815,35.38282262179293,119.27914690913525,118.03206356517298
*,54662,ESO274-010,87,2,6006,403,16,15.178,0.185,,,13.23,,,0.2,,,,,0.06,0.0,1.24,0.71,0.07,0,5,0,0,LEDA   54662,LEDA,229.72056,-44.46877,ivo://CDS.VizieR/J/ApJ/902/145:table1:6250,5821,6162,1.016,34.62,0.19,,,,,,,,,,34.62,0.19,0.48,2.6053050461411096,-21.389999999999997,-21.596756346910617,0.20675634691061973,34.826756346910614,92.33179302830823,83.94599865193965
*,54675,PGC054675,56,5,6477,182,11,15.431,0.076,16.48,15.44,15.9,0.17,0.18,0.23,0.21,0.05,0.1,0.02,-0.18,0.0,0.84,0.38,0.01,5,3,0,1,LEDA   54675,LEDA,229.77792,9.77528,ivo://CDS.VizieR/J/ApJ/902/145:table1:6253,6502,6641,1.018,34.79,0.33,34.77,0.31,0.55,34.79,0.33,0.56,34.81,0.33,0.55,35.01,0.36,0.63,2.2600713879850747,-18.89,-18.66744876128775,-0.22255123871224924,34.56744876128775,81.93882884211119,90.78205301781853
*,54681,PGC054681,54,4,9675,293,15,16.926,0.076,17.2,15.39,15.09,0.14,0.1,0.14,0.28,0.05,0.17,0.03,0.02,0.0,1.23,0.71,0.07,5,5,2,1,LEDA   54681,LEDA,229.80897,8.00416,ivo://CDS.VizieR/J/ApJ/902/145:table1:6254,9692,9841,1.026,36.6,0.28,36.61,0.27,0.35,36.61,0.28,0.39,36.58,0.29,0.4,36.44,0.31,0.5,2.4668676203541096,-21.51,-20.422114790644176,-1.0878852093558251,35.512114790644176,126.59686704904738,208.92961308540407
*,54690,NGC5918,71,3,5156,386,12,15.167,0.076,14.46,12.76,12.52,0.65,0.52,0.41,0.6,0.08,0.35,0.05,0.03,0.0,1.24,0.71,0.07,5,5,0,1,LEDA   54690,LEDA,229.85524,45.88028,ivo://CDS.VizieR/J/ApJ/902/145:table1:6256,5320,5245,1.014,33.79,0.17,33.77,0.17,0.35,33.8,0.17,0.39,33.81,0.17,0.4,33.92,0.17,0.48,2.586587304671755,-21.27,-21.437936310750857,0.16793631075085713,33.95793631075085,61.885266021475736,57.27960309858289
*,54691,UGC09814,67,4,3241,183,5,15.99,0.076,15.43,14.41,14.89,0.26,0.25,0.27,0.4,0.07,0.21,0.04,0.01,0.0,0.98,0.51,0.03,5,5,2,1,LEDA   54691,LEDA,229.8547,11.05423,ivo://CDS.VizieR/J/ApJ/902/145:table1:6257,3271,3403,1.009,33.31,0.19,33.31,0.18,0.56,33.31,0.19,0.58,33.32,0.19,0.57,33.3,0.19,0.65,2.2624510897304293,-18.42,-18.687640530570675,0.2676405305706737,33.577640530570676,51.943128830822445,45.9198012836869
*,54754,ESO582-004,72,5,2215,202,10,15.007,0.076,,,13.99,,,0.36,,,,,0.02,0.0,1.0,0.53,0.03,0,3,0,1,LEDA   54754,LEDA,230.19151,-18.34886,ivo://CDS.VizieR/J/ApJ/902/145:table1:6260,2122,2392,1.006,32.68,0.26,,,,,,,,,,32.68,0.26,0.64,2.305351369446624,-18.689999999999998,-19.05164940348652,0.3616494034865205,33.04164940348652,40.58166679738119,34.35579478998746
*,54755,ESO387-026,66,4,4374,455,15,14.525,0.185,,,11.54,,,0.6,,,,,0.02,0.0,1.21,0.66,0.07,0,4,0,1,LEDA   54755,LEDA,230.19524,-36.93368,ivo://CDS.VizieR/J/ApJ/902/145:table1:6261,4214,4538,1.012,33.55,0.21,,,,,,,,,,33.55,0.21,0.48,2.6580113966571126,-22.009999999999998,-22.043969730454016,0.03396973045401808,33.583969730454015,52.09474854569771,51.286138399136426
*,54761,NGC5913,67,5,2008,345,14,15.676,0.076,14.98,12.45,11.56,0.48,0.46,0.44,0.44,0.1,0.21,0.05,0.02,0.0,1.09,0.53,0.05,5,5,0,1,LEDA   54761,LEDA,230.23099,-2.57804,ivo://CDS.VizieR/J/ApJ/902/145:table1:6262,1981,2182,1.006,32.74,0.23,32.73,0.22,0.35,32.74,0.23,0.39,32.74,0.23,0.4,32.63,0.24,0.49,2.537819095073274,-21.18,-21.02413805284893,-0.15586194715107027,32.58413805284893,32.87211219754285,35.318316979195735
*,54798,ESO582-007,75,3,6949,295,17,15.257,0.076,,,14.36,,,0.27,,,,,0.02,0.0,1.1,0.61,0.05,0,5,0,1,LEDA   54798,LEDA,230.36507,-18.87286,ivo://CDS.VizieR/J/ApJ/902/145:table1:6265,6855,7125,1.019,34.74,0.26,,,,,,,,,,34.74,0.26,0.56,2.469822015978163,-20.380000000000003,-20.447182837481485,0.06718283748148224,34.807182837481484,91.50326010141151,88.71560120379617
*,54810,PGC054810,84,5,7390,315,6,15.806,0.076,17.09,15.02,14.45,0.18,0.17,0.19,1.12,0.38,0.64,0.23,0.15,0.01,1.16,0.66,0.06,5,3,2,1,LEDA   54810,LEDA,230.40024,14.38443,ivo://CDS.VizieR/J/ApJ/902/145:table1:6266,7436,7544,1.02,34.97,0.13,34.97,0.13,0.41,34.97,0.13,0.42,34.97,0.13,0.41,34.83,0.12,0.54,2.4983105537896004,-20.52,-20.68890808049539,0.16890808049539174,35.13890808049539,106.6059920846202,98.627948563121
*,54877,ESO328-046,71,4,5185,334,12,14.078,0.076,,,12.3,,,0.37,,,,,0.03,0.01,1.23,0.71,0.07,0,5,0,1,LEDA   54877,LEDA,230.60209,-38.19937,ivo://CDS.VizieR/J/ApJ/902/145:table1:6269,5022,5346,1.014,33.18,0.19,,,,,,,,,,33.18,0.19,0.51,2.5237464668115646,-20.88,-20.90473180220449,0.024731802204492226,33.20473180220449,43.74680702935169,43.25138310350086
*,54909,UGC09830,84,3,1828,158,5,16.048,0.076,16.16,14.6,14.74,0.35,0.33,0.33,0.85,0.18,0.42,0.09,0.02,0.0,0.9,0.44,0.02,4,4,2,1,LEDA   54909,LEDA,230.7537,4.5303,ivo://CDS.VizieR/J/ApJ/902/145:table1:6271,1833,1993,1.005,32.22,0.17,32.24,0.16,0.56,32.22,0.17,0.6,32.2,0.17,0.59,32.12,0.16,0.66,2.1986570869544226,-17.479999999999997,-18.146348417724187,0.6663484177241905,32.886348417724186,37.78067244798869,27.79713267759287
*,54944,PGC054944,55,7,1999,174,16,15.637,0.185,,,12.5,,,0.33,,,,,0.02,0.0,1.24,0.71,0.07,0,4,0,1,LEDA   54944,LEDA,230.83389,-4.1516,ivo://CDS.VizieR/J/ApJ/902/145:table1:6272,1968,2170,1.006,31.78,0.52,,,,,,,,,,31.78,0.52,0.64,2.2405492482826,-19.28,-18.50180340612889,-0.7781965938711117,31.00180340612889,15.862099917361029,22.698648518838237
*,54959,PGC054959,60,5,17552,505,16,17.039,0.076,16.8,15.01,14.48,0.13,0.11,0.16,0.36,0.08,0.2,0.04,0.02,0.0,1.2,0.65,0.06,5,5,0,1,LEDA   54959,LEDA,230.89461,31.61552,ivo://CDS.VizieR/J/ApJ/902/145:table1:6273,17669,17671,1.046,37.63,0.24,37.65,0.24,0.35,37.63,0.24,0.39,37.6,0.25,0.4,37.47,0.26,0.48,2.7032913781186614,-23.150000000000002,-22.428170372652783,-0.7218296273472191,36.90817037265278,240.7875758944149,335.7376142429552
*,54969,ESO514-014,89,1,3694,189,20,16.618,0.076,,,15.79,,,0.27,,,,,0.01,0.0,0.81,0.36,0.01,0,3,0,1,LEDA   54969,LEDA,230.92917,-25.465,ivo://CDS.VizieR/J/ApJ/902/145:table1:6274,3576,3865,1.01,34.19,0.44,,,,,,,,,,34.19,0.44,0.65,2.2764618041732443,-18.4,-18.806521442462483,0.4065214424624841,34.59652144246248,83.04324063153581,68.86522963442755
*,54971,PGC054971,61,4,10009,298,5,16.214,0.076,16.43,14.77,14.73,0.24,0.2,0.2,0.37,0.06,0.21,0.04,0.02,0.0,1.17,0.67,0.06,5,4,2,1,LEDA   54971,LEDA,230.93276,9.37704,ivo://CDS.VizieR/J/ApJ/902/145:table1:6275,10036,10167,1.027,35.53,0.19,35.53,0.18,0.37,35.53,0.19,0.39,35.54,0.19,0.4,35.63,0.19,0.52,2.4742162640762553,-20.8,-20.48446803254503,-0.3155319674549695,35.21446803254503,110.38081757765704,127.64388088113448
*,54995,PGC054995,63,5,5599,183,19,17.239,0.185,15.98,14.69,14.76,0.16,0.16,0.18,0.4,0.09,0.23,0.05,0.02,0.0,1.19,0.68,0.06,5,5,0,0,LEDA   54995,LEDA,231.06026,42.39751,ivo://CDS.VizieR/J/ApJ/902/145:table1:6277,5755,5692,1.015,33.96,0.42,33.97,0.41,0.56,33.97,0.42,0.57,33.95,0.43,0.57,33.82,0.47,0.64,2.2624510897304293,-19.200000000000003,-18.687640530570675,-0.5123594694293274,33.44764053057067,48.924692656597266,61.94410750767818
*,54999,ESO328-049,86,2,5295,334,20,15.991,0.185,,,13.86,,,0.23,,,,,0.06,0.0,1.23,0.71,0.07,0,5,0,0,LEDA   54999,LEDA,231.07454,-38.12253,ivo://CDS.VizieR/J/ApJ/902/145:table1:6278,5133,5454,1.014,34.63,0.26,,,,,,,,,,34.63,0.26,0.53,2.5237464668115646,-20.770000000000003,-20.90473180220449,0.1347318022044881,34.764731802204494,89.73179602298663,84.33347577642765
*,55012,PGC055012,59,4,10870,376,19,17.218,0.076,16.46,14.4,13.69,0.16,0.14,0.15,0.31,0.06,0.15,0.03,0.02,0.0,1.08,0.53,0.05,5,4,0,1,LEDA   55012,LEDA,231.12307,8.37323,ivo://CDS.VizieR/J/ApJ/902/145:table1:6279,10893,11028,1.029,35.84,0.26,35.85,0.25,0.35,35.84,0.26,0.39,35.82,0.27,0.4,35.57,0.28,0.48,2.575187844927661,-22.150000000000006,-21.341211894948717,-0.8087881050512884,35.03121189494872,101.44774058380564,147.2312502432721
*,55022,NGC5939,53,4,6665,410,13,15.873,0.076,,,12.46,,,0.22,,,,,0.01,0.0,0.94,0.39,0.03,0,5,0,1,LEDA   55022,LEDA,231.19167,68.73064,ivo://CDS.VizieR/J/ApJ/902/145:table1:6280,6889,6683,1.018,34.66,0.27,,,,,,,,,,34.66,0.27,0.48,2.6127838567197355,-22.199999999999996,-21.660214054587264,-0.5397859454127314,34.120214054587265,66.68725034510852,85.50667128846818
*,55037,UGC09855,71,3,3481,168,12,14.724,0.076,14.93,14.04,14.74,0.33,0.35,0.39,0.39,0.05,0.17,0.02,0.0,0.0,0.8,0.35,0.01,5,4,0,1,LEDA   55037,LEDA,231.27017,66.25519,ivo://CDS.VizieR/J/ApJ/902/145:table1:6281,3701,3506,1.009,32.53,0.29,32.52,0.28,0.56,32.52,0.29,0.59,32.54,0.29,0.59,32.59,0.32,0.65,2.225309281725863,-17.79,-18.372492290064095,0.5824922900640956,33.1124922900641,41.92745080240509,32.062693245054675
*,55040,UGC09842,78,3,8896,404,17,15.753,0.185,15.8,14.01,13.38,0.39,0.28,0.24,0.84,0.13,0.48,0.07,0.04,0.01,1.24,0.7,0.07,5,5,0,0,LEDA   55040,LEDA,231.27403,37.96012,ivo://CDS.VizieR/J/ApJ/902/145:table1:6282,9038,8999,1.024,35.04,0.19,35.03,0.19,0.35,35.04,0.19,0.39,35.04,0.2,0.4,34.91,0.2,0.48,2.606381365110605,-21.659999999999997,-21.605888913354843,-0.05411108664515396,34.98588891335484,99.35226733586107,101.85913880541169
*,55047,UGC09849,81,3,3459,227,15,15.157,0.076,15.87,14.48,14.77,0.41,0.39,0.39,0.68,0.12,0.32,0.06,0.01,0.0,0.86,0.4,0.02,5,5,0,1,LEDA   55047,LEDA,231.31854,53.407,ivo://CDS.VizieR/J/ApJ/902/145:table1:6283,3649,3521,1.009,33.67,0.27,33.67,0.26,0.54,33.67,0.27,0.54,33.68,0.27,0.54,33.73,0.29,0.63,2.3560258571931225,-18.900000000000002,-19.48162243145322,0.5816224314532192,34.25162243145322,70.84749288943883,54.20008904016244
*,55057,UGC09841,88,2,4397,407,5,15.127,0.076,15.66,13.29,12.19,0.56,0.47,0.42,1.62,0.27,0.98,0.21,0.06,0.0,1.24,0.71,0.07,4,5,0,1,LEDA   55057,LEDA,231.39216,18.27729,ivo://CDS.VizieR/J/ApJ/902/145:table1:6285,4463,4540,1.012,33.47,0.12,33.47,0.12,0.35,33.48,0.12,0.39,33.48,0.12,0.4,33.51,0.1,0.48,2.60959440922522,-21.28,-21.633151592631695,0.3531515926316935,33.823151592631696,58.160792892473616,49.43106869868351
*,55065,UGC09853,87,2,5834,473,12,15.519,0.185,15.63,13.59,12.77,0.55,0.48,0.32,1.48,0.25,0.86,0.17,0.06,0.0,1.23,0.69,0.07,5,5,0,1,LEDA   55065,LEDA,231.44499,52.44482,ivo://CDS.VizieR/J/ApJ/902/145:table1:6286,6022,5899,1.016,34.53,0.15,34.52,0.14,0.35,34.54,0.15,0.39,34.55,0.15,0.4,34.63,0.14,0.48,2.6748611407378116,-21.76,-22.186939808791763,0.4269398087917615,34.95693980879176,98.03653694058349,80.53784411990668
*,55069,UGC09844,69,3,10063,449,7,16.175,0.076,15.93,13.85,13.42,0.34,0.27,0.27,0.54,0.07,0.3,0.04,0.03,0.0,1.23,0.69,0.07,5,4,0,1,LEDA   55069,LEDA,231.46914,7.81964,ivo://CDS.VizieR/J/ApJ/902/145:table1:6287,10085,10220,1.027,35.3,0.15,35.31,0.15,0.35,35.3,0.15,0.39,35.3,0.15,0.4,35.46,0.14,0.48,2.6522463410033232,-21.879999999999995,-21.99505323329559,0.11505323329559403,35.41505323329559,121.06278115320788,114.81536214968817
*,55078,UGC09845,88,2,1892,169,5,15.188,0.076,16.03,14.63,14.73,0.34,0.32,0.38,1.09,0.18,0.51,0.11,-0.03,0.0,0.83,0.38,0.01,3,3,2,1,LEDA   55078,LEDA,231.52316,9.20405,ivo://CDS.VizieR/J/ApJ/902/145:table1:6288,1920,2047,1.005,32.41,0.16,32.42,0.16,0.56,32.41,0.16,0.6,32.41,0.16,0.59,32.32,0.15,0.66,2.2278867046136734,-17.679999999999996,-18.394361723238568,0.7143617232385715,33.124361723238565,42.157256930753825,30.338911841942657
*,55079,PGC055079,72,3,10665,350,18,16.373,0.076,17.11,15.18,14.51,0.24,0.16,0.19,0.61,0.08,0.35,0.05,0.03,0.0,1.21,0.7,0.06,5,4,0,1,LEDA   55079,LEDA,231.54713,8.90794,ivo://CDS.VizieR/J/ApJ/902/145:table1:6289,10692,10820,1.028,36.05,0.23,36.07,0.22,0.35,36.05,0.23,0.39,36.02,0.23,0.4,35.74,0.24,0.5,2.5440680443502757,-21.54,-21.077160387394944,-0.46283961260505535,35.587160387394945,131.04850699007426,162.18100973589281
*,55081,ESO582-012,58,4,2318,274,15,14.352,0.076,,,11.33,,,0.67,,,,,0.02,0.0,1.23,0.7,0.07,0,5,0,1,LEDA   55081,LEDA,231.53351,-22.28251,ivo://CDS.VizieR/J/ApJ/902/145:table1:6290,2214,2487,1.007,31.95,0.3,,,,,,,,,,31.95,0.3,0.54,2.437750562820388,-20.619999999999997,-20.175056557793663,-0.4449434422063341,31.505056557793665,19.999139583664025,24.547089156850298
*,55104,UGC09858,79,3,2619,354,12,13.39,0.076,13.4,12.33,12.18,1.44,0.7,0.51,0.83,0.13,0.47,0.08,0.04,0.0,1.16,0.66,0.06,5,5,0,1,LEDA   55104,LEDA,231.6728,40.56463,ivo://CDS.VizieR/J/ApJ/902/145:table1:6292,2771,2714,1.007,32.79,0.17,32.79,0.17,0.35,32.8,0.17,0.39,32.79,0.17,0.4,33.03,0.17,0.5,2.5490032620257876,-20.61,-21.119035709316897,0.5090357093168976,33.2990357093169,45.688525448698535,36.14098626396132
*,55112,PGC055112,86,2,5402,226,18,16.703,0.185,17.07,15.37,15.18,0.24,0.23,0.22,1.16,0.19,0.64,0.11,0.04,0.0,1.05,0.57,0.04,5,5,0,0,LEDA   55112,LEDA,231.67897,46.44414,ivo://CDS.VizieR/J/ApJ/902/145:table1:6293,5573,5482,1.014,34.39,0.31,34.39,0.3,0.54,34.4,0.31,0.55,34.39,0.31,0.54,34.33,0.34,0.63,2.3541084391474008,-19.21,-19.465353139356548,0.25535313935654713,34.645353139356544,84.93185856707014,75.50922276654342
