DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,mu_tf,d_tf_mpc,d_catalog_mpc
*,65255,UGC11635,73,3,4801,488,11,14.534,0.076,,,11.68,,,0.39,,,,,0.03,0.0,1.16,0.61,0.06,0,5,0,1,LEDA   65255,LEDA,310.87525,80.15594,ivo://CDS.VizieR/J/ApJ/902/145:table1:7185,5077,4706,1.012,33.74,0.15,,,,,,,,,,33.74,0.15,0.48,2.6884198220027105,-22.060000000000002,-22.2459068065062,33.9259068065062,60.97914928998832,55.975760149511075
*,65258,IC5007,52,4,2716,241,9,13.422,0.076,,,12.42,,,0.41,,,,,0.01,0.0,1.18,0.68,0.06,0,5,0,1,LEDA   65258,LEDA,310.89381,-29.70379,ivo://CDS.VizieR/J/ApJ/902/145:table1:7186,2765,2483,1.007,32.77,0.28,,,,,,,,,,32.77,0.28,0.56,2.3820170425748683,-20.35,-19.7155746465102,32.1355746465102,26.737138719768883,35.80964371026366
*,65293,UGC11623,56,4,4658,299,19,16.468,0.076,,,12.9,,,0.28,,,,,0.02,0.0,1.19,0.65,0.06,0,4,0,1,LEDA   65293,LEDA,311.11093,12.49775,ivo://CDS.VizieR/J/ApJ/902/145:table1:7188,4903,4361,1.012,34.05,0.34,,,,,,,,,,34.05,0.34,0.5,2.4756711883244296,-21.15,-20.48898831250103,33.38898831250103,47.620906963657056,64.56542290346546
*,65297,UGC11622,78,4,4136,208,10,14.744,0.185,,,14.63,,,0.29,,,,,0.01,0.0,0.91,0.45,0.02,0,4,0,0,LEDA   65297,LEDA,311.15579,-1.72014,ivo://CDS.VizieR/J/ApJ/902/145:table1:7189,4325,3843,1.01,33.28,0.23,,,,,,,,,,33.28,0.23,0.64,2.3180633349627615,-18.65,-19.187432821478208,33.81743282147821,58.007822645053686,45.28975799036209
*,65299,ESO285-048,69,3,2715,235,7,14.732,0.217,,,13.1,,,0.51,,,,,0.02,0.0,1.1,0.61,0.05,0,5,0,0,LEDA   65299,LEDA,311.1676,-45.97852,ivo://CDS.VizieR/J/ApJ/902/145:table1:7190,2675,2543,1.007,32.53,0.17,,,,,,,,,,32.53,0.17,0.61,2.3710678622717363,-19.43,-19.625154242692894,32.725154242692895,35.077678922886456,32.062693245054675
*,65346,UGC11624,76,3,4829,191,15,15.949,0.076,,,16.1,,,0.22,,,,,0.01,0.0,0.81,0.36,0.01,0,3,0,1,LEDA   65346,LEDA,311.56642,6.71208,ivo://CDS.VizieR/J/ApJ/902/145:table1:7191,5053,4530,1.012,34.5,0.34,,,,,,,,,,34.5,0.34,0.65,2.2810333672477277,-18.4,-18.88163233765776,34.98163233765776,99.15770523813003,79.43282347242814
*,65425,NGC6969,77,3,4696,414,19,17.928,0.076,,,12.71,,,0.25,,,,,0.02,0.0,0.93,0.37,0.03,0,5,0,1,LEDA   65425,LEDA,312.11511,7.73997,ivo://CDS.VizieR/J/ApJ/902/145:table1:7194,4925,4394,1.012,34.28,0.21,,,,,,,,,,34.28,0.21,0.48,2.617000341120899,-21.57,-21.656111212409684,34.366111212409685,74.683083804765,71.77942912713623
*,65466,UGC11638,52,4,5717,403,18,15.062,0.076,14.47,12.53,12.24,0.54,0.46,0.44,0.25,0.05,0.13,0.03,0.02,0.0,1.19,0.65,0.06,3,5,0,1,LEDA   65466,LEDA,312.40192,16.86558,ivo://CDS.VizieR/J/ApJ/902/145:table1:7195,5977,5417,1.014,34.23,0.28,34.21,0.27,0.35,34.23,0.28,0.39,34.24,0.28,0.4,34.44,0.3,0.48,2.6053050461411096,-21.989999999999995,-21.5595292523398,33.7995292523398,57.53152027825807,70.14552984199703
*,65501,ESO597-041,48,6,8121,68,16,16.29,0.185,,,12.49,,,0.63,,,,,0.01,0.0,1.13,0.63,0.05,0,4,0,1,LEDA   65501,LEDA,312.56247,-19.42587,ivo://CDS.VizieR/J/ApJ/902/145:table1:7196,8226,7853,1.021,28.32,1.05,,,,,,,,,,28.32,1.05,0.66,1.8325089127062364,-15.83,-15.177632478419303,27.667632478419304,3.41606790991019,4.613175745603794
*,65506,PGC065506,89,1,6015,473,12,14.55,0.076,16.22,13.82,12.79,0.69,0.52,0.39,1.72,0.11,1.07,0.1,0.05,0.0,1.21,0.7,0.06,5,5,0,1,LEDA   65506,LEDA,312.4676,-7.02181,ivo://CDS.VizieR/J/ApJ/902/145:table1:7197,6181,5723,1.015,34.47,0.15,34.45,0.15,0.35,34.47,0.15,0.39,34.48,0.15,0.4,34.61,0.14,0.48,2.6748611407378116,-21.68,-22.133936649721807,34.92393664972181,96.55779284748238,78.34296427662112
*,65508,PGC065508,69,3,14475,383,20,17.859,0.076,,,14.0,,,0.16,,,,,0.02,0.0,1.09,0.54,0.05,0,3,0,1,LEDA   65508,LEDA,312.60169,7.29558,ivo://CDS.VizieR/J/ApJ/902/145:table1:7198,14702,14172,1.037,35.69,0.25,,,,,,,,,,35.69,0.25,0.48,2.583198773968623,-21.689999999999998,-21.37697147162998,35.37697147162998,118.95817541122702,137.40419750125136
*,65529,PGC065529,84,3,7251,473,19,15.293,0.185,,,13.21,,,0.38,,,,,0.05,0.01,1.2,0.69,0.06,0,5,0,0,LEDA   65529,LEDA,312.75842,-8.96583,ivo://CDS.VizieR/J/ApJ/902/145:table1:7200,7408,6961,1.018,35.12,0.19,,,,,,,,,,35.12,0.19,0.48,2.6748611407378116,-21.909999999999997,-22.133936649721807,35.34393664972181,117.16214926664217,105.68175092136575
*,65536,ESO529-009,83,3,5966,290,20,16.818,0.185,,,13.46,,,0.2,,,,,0.06,0.01,1.22,0.69,0.07,0,5,0,1,LEDA   65536,LEDA,312.79338,-25.71372,ivo://CDS.VizieR/J/ApJ/902/145:table1:7201,6038,5715,1.015,33.74,0.3,,,,,,,,,,33.74,0.3,0.57,2.462397997898956,-20.28,-20.37937579311709,33.83937579311709,58.596969868699915,55.975760149511075
*,65603,IC5052,88,2,589,173,7,12.477,0.185,,,11.18,,,1.58,,,,,0.01,0.0,0.89,0.43,0.02,0,5,0,1,LEDA   65603,LEDA,313.0068,-69.19331,ivo://CDS.VizieR/J/ApJ/902/145:table1:7203,430,524,1.001,28.83,0.19,,,,,,,,,,28.83,0.19,0.66,2.2380461031287955,-17.65,-18.526635372312047,29.706635372312046,8.736290654056077,5.834451042737443
*,65642,UGC11648,86,2,3364,283,12,14.862,0.076,,,12.95,,,0.37,,,,,0.05,0.0,1.18,0.68,0.06,0,4,0,1,LEDA   65642,LEDA,313.28961,67.17582,ivo://CDS.VizieR/J/ApJ/902/145:table1:7204,3667,3205,1.008,32.92,0.19,,,,,,,,,,32.92,0.19,0.58,2.45178643552429,-19.970000000000002,-20.291743502070123,33.24174350207012,44.498841077438755,38.3707245492279
*,65683,UGC11647,89,1,8000,466,16,15.301,0.076,,,13.12,,,0.27,,,,,0.06,0.0,1.24,0.71,0.07,0,5,0,1,LEDA   65683,LEDA,313.55081,17.77934,ivo://CDS.VizieR/J/ApJ/902/145:table1:7207,8264,7697,1.02,34.98,0.17,,,,,,,,,,34.98,0.17,0.48,2.66838591669,-21.86,-22.080463023660215,35.20046302366021,109.6712023419716,99.08319448927661
*,65748,UGC11650,80,3,9100,440,19,15.354,0.076,,,13.81,,,0.25,,,,,0.04,0.01,1.21,0.69,0.06,0,5,0,1,LEDA   65748,LEDA,314.11475,12.04136,ivo://CDS.VizieR/J/ApJ/902/145:table1:7208,9346,8792,1.023,35.62,0.2,,,,,,,,,,35.62,0.2,0.48,2.6434526764861874,-21.809999999999995,-21.874559605752513,35.68455960575251,137.06037671331802,133.04544179780902
*,65769,PGC065769,84,3,4940,248,13,15.349,0.076,,,14.65,,,0.24,,,,,0.03,0.0,1.0,0.53,0.03,0,5,0,1,LEDA   65769,LEDA,314.2886,13.52405,ivo://CDS.VizieR/J/ApJ/902/145:table1:7209,5191,4632,1.012,34.06,0.23,,,,,,,,,,34.06,0.23,0.61,2.3944516808262164,-19.410000000000004,-19.818262243287407,34.468262243287406,78.28029410340599,64.86344335482391
*,65781,UGC11652,68,4,4847,211,13,15.946,0.076,,,14.59,,,0.29,,,,,0.02,0.0,1.05,0.56,0.04,0,5,0,1,LEDA   65781,LEDA,314.3783,14.24348,ivo://CDS.VizieR/J/ApJ/902/145:table1:7211,5100,4539,1.012,33.7,0.29,,,,,,,,,,33.7,0.29,0.63,2.3242824552976926,-19.110000000000003,-19.23879149459386,33.82879149459386,58.31204856464321,54.954087385762534
*,65804,PGC065804,64,4,8889,291,12,16.295,0.076,,,14.32,,,0.19,,,,,0.03,0.0,1.22,0.71,0.07,0,4,0,1,LEDA   65804,LEDA,314.52695,13.51524,ivo://CDS.VizieR/J/ApJ/902/145:table1:7213,9140,8580,1.023,35.03,0.24,,,,,,,,,,35.03,0.24,0.54,2.4638929889859074,-20.71,-20.391721712541464,34.71172171254146,87.56778056531837,101.39113857366799
*,65834,UGC11656,87,2,4584,267,15,16.084,0.076,,,14.25,,,0.28,,,,,0.04,0.0,1.1,0.61,0.05,0,5,0,1,LEDA   65834,LEDA,314.77249,11.28141,ivo://CDS.VizieR/J/ApJ/902/145:table1:7215,4827,4273,1.011,34.01,0.25,,,,,,,,,,34.01,0.25,0.59,2.4265112613645754,-19.759999999999998,-20.08301632882042,34.33301632882042,73.5534868847807,63.38697112569263
*,65880,UGC11660,86,4,4811,175,17,16.182,0.076,,,15.42,,,0.45,,,,,0.01,0.0,0.79,0.34,0.01,0,3,0,1,LEDA   65880,LEDA,315.132,13.49167,ivo://CDS.VizieR/J/ApJ/902/145:table1:7216,5062,4500,1.012,33.32,0.41,,,,,,,,,,33.32,0.41,0.66,2.2430380486862944,-17.9,-18.56785980378971,33.98785980378971,62.7439651466557,46.13175745603795
*,65915,IC5071,83,3,3132,376,7,13.932,0.217,,,11.85,,,0.57,,,,,0.04,0.01,1.21,0.7,0.06,0,5,0,0,LEDA   65915,LEDA,315.33228,-72.64279,ivo://CDS.VizieR/J/ApJ/902/145:table1:7219,2957,3083,1.008,32.89,0.12,,,,,,,,,,32.89,0.12,0.49,2.575187844927661,-21.04,-21.310815702998756,33.160815702998754,42.87095327946976,37.84425847170934
*,65960,IC5078,79,3,1474,254,9,13.337,0.076,,,12.12,,,0.71,,,,,0.02,0.0,1.05,0.57,0.04,0,5,0,1,LEDA   65960,LEDA,315.63017,-16.81815,ivo://CDS.VizieR/J/ApJ/902/145:table1:7220,1594,1189,1.003,31.59,0.18,,,,,,,,,,31.59,0.18,0.6,2.404833716619938,-19.47,-19.903999060375483,32.02399906037548,25.398017147671506,20.796966871036958
*,65994,ESO464-019,50,4,5850,196,18,16.071,0.185,,,13.89,,,0.25,,,,,0.01,0.0,1.21,0.7,0.06,0,5,0,1,LEDA   65994,LEDA,315.85067,-27.85479,ivo://CDS.VizieR/J/ApJ/902/145:table1:7223,5912,5595,1.015,33.85,0.46,,,,,,,,,,33.85,0.46,0.6,2.292256071356476,-19.96,-18.97431155284475,32.864311552844754,37.399199844077486,58.88436553555893
*,66115,ESO342-005,78,3,9010,650,20,14.483,0.185,,,13.55,,,0.22,,,,,0.04,0.01,1.24,0.71,0.07,0,5,0,0,LEDA   66115,LEDA,316.68275,-40.4915,ivo://CDS.VizieR/J/ApJ/902/145:table1:7228,9003,8800,1.023,36.46,0.17,,,,,,,,,,36.46,0.17,0.48,2.8129133566428557,-22.91,-23.273997984398793,36.823997984398794,231.63255459298588,195.8844673505991
*,66151,NGC7025,60,5,4967,611,19,16.592,0.076,14.31,11.73,11.19,0.44,0.35,0.36,0.03,0.03,0.0,0.04,0.0,0.01,0.1,0.0,0.0,4,5,0,1,LEDA   66151,LEDA,316.94725,16.3359,ivo://CDS.VizieR/J/ApJ/902/145:table1:7230,5228,4652,1.012,33.55,0.25,33.58,0.24,0.35,33.55,0.25,0.39,33.54,0.25,0.4,33.85,0.26,0.48,2.786041210242554,-22.36,-23.052082712051153,34.24208271205115,70.53692814790229,51.286138399136426
*,66225,UGC11689,55,4,2890,175,8,14.941,0.076,,,11.94,,,0.3,,,,,0.01,0.0,1.23,0.69,0.07,0,5,0,1,LEDA   66225,LEDA,317.40416,66.16992,ivo://CDS.VizieR/J/ApJ/902/145:table1:7232,3196,2721,1.007,30.88,0.29,,,,,,,,,,30.88,0.29,0.64,2.2430380486862944,-18.939999999999998,-18.56785980378971,30.507859803789707,12.634904414834082,14.996848355023724
*,66239,ESO342-013,83,3,2635,184,12,15.094,0.185,,,13.07,,,0.36,,,,,0.04,0.0,1.13,0.63,0.05,0,5,0,1,LEDA   66239,LEDA,317.50191,-37.504,ivo://CDS.VizieR/J/ApJ/902/145:table1:7233,2644,2411,1.006,31.3,0.28,,,,,,,,,,31.3,0.28,0.65,2.2648178230095364,-18.23,-18.747721303448635,31.817721303448636,23.096398315690735,18.197008586099845
*,66242,PGC066242,62,4,2233,187,12,15.056,0.076,15.13,13.66,13.94,0.5,0.44,0.43,0.33,0.06,0.17,0.03,0.01,0.0,0.99,0.52,0.03,5,5,0,1,LEDA   66242,LEDA,317.52167,-3.70139,ivo://CDS.VizieR/J/ApJ/902/145:table1:7234,2417,1919,1.005,32.73,0.29,32.73,0.28,0.55,32.73,0.29,0.56,32.73,0.29,0.56,32.68,0.31,0.64,2.271841606536499,-18.79,-18.805725037541094,32.74572503754109,35.41155577432369,35.15604405282976
*,66373,PGC066373,71,3,11512,231,20,17.545,0.076,,,15.67,,,0.16,,,,,0.03,0.0,1.13,0.63,0.05,0,4,0,1,LEDA   66373,LEDA,318.37573,13.86069,ivo://CDS.VizieR/J/ApJ/902/145:table1:7237,11766,11190,1.029,35.38,0.37,,,,,,,,,,35.38,0.37,0.61,2.3636119798921444,-19.71,-19.563582154471444,35.23358215447144,111.3567201373945,119.12420080273762
*,66376,ESO107-015,87,2,3352,272,10,14.807,0.217,,,12.99,,,0.43,,,,,0.05,0.0,1.13,0.63,0.05,0,4,0,0,LEDA   66376,LEDA,318.42914,-63.33644,ivo://CDS.VizieR/J/ApJ/902/145:table1:7238,3223,3249,1.009,32.73,0.18,,,,,,,,,,32.73,0.18,0.59,2.4345689040341987,-19.739999999999995,-20.149557867440844,33.13955786744084,42.45331161414456,35.15604405282976
*,66396,UGC11706,90,1,4724,369,20,15.972,0.076,,,13.43,,,0.3,,,,,0.06,0.0,1.22,0.7,0.06,0,5,0,1,LEDA   66396,LEDA,318.59317,15.24415,ivo://CDS.VizieR/J/ApJ/902/145:table1:7239,4982,4403,1.012,34.51,0.24,,,,,,,,,,34.51,0.24,0.49,2.56702636615906,-21.08,-21.24341666621496,34.67341666621496,86.03661855590836,79.7994687267976
*,66398,UGC11707,65,4,905,182,9,12.981,0.076,,,13.2,,,0.9,,,,,0.01,0.0,0.82,0.37,0.01,0,4,0,1,LEDA   66398,LEDA,318.63229,26.73458,ivo://CDS.VizieR/J/ApJ/902/145:table1:7240,1195,598,1.002,31.47,0.26,,,,,,,,,,31.47,0.26,0.64,2.2600713879850747,-18.27,-18.70852434443229,31.90852434443229,24.08268298833499,19.678862897068438
*,66445,ESO107-016,90,2,1798,170,10,14.257,0.217,,,14.81,,,0.63,,,,,0.01,0.0,0.75,0.31,0.01,0,4,0,0,LEDA   66445,LEDA,319.01958,-64.81694,ivo://CDS.VizieR/J/ApJ/902/145:table1:7244,1661,1702,1.005,32.18,0.26,,,,,,,,,,32.18,0.26,0.66,2.230448921378274,-17.369999999999997,-18.463896407134982,33.273896407134984,45.16263590028391,27.289777828080403
*,66478,UGC11738,64,4,4229,281,16,14.79,0.076,,,13.68,,,0.24,,,,,0.02,0.0,1.18,0.68,0.06,0,5,0,1,LEDA   66478,LEDA,319.24268,83.82129,ivo://CDS.VizieR/J/ApJ/902/145:table1:7248,4495,4149,1.011,34.17,0.29,,,,,,,,,,34.17,0.29,0.55,2.44870631990508,-20.490000000000002,-20.266307324166164,33.94630732416616,61.55473483973523,68.233869414167
*,66506,PGC066506,79,3,4750,238,17,16.091,0.185,,,14.35,,,0.18,,,,,0.04,0.01,1.18,0.67,0.06,0,5,0,0,LEDA   66506,LEDA,319.40375,24.36056,ivo://CDS.VizieR/J/ApJ/902/145:table1:7251,5035,4437,1.012,33.82,0.31,,,,,,,,,,33.82,0.31,0.61,2.376576957056512,-19.47,-19.670649390394928,34.02064939039493,63.69859864801115,58.07644175213121
*,66548,PGC066548,77,3,936,149,11,15.554,0.076,,,13.53,,,0.27,,,,,0.03,0.0,1.1,0.61,0.05,0,4,0,1,LEDA   66548,LEDA,319.74542,25.43105,ivo://CDS.VizieR/J/ApJ/902/145:table1:7256,1223,624,1.002,31.03,0.32,,,,,,,,,,31.03,0.32,0.66,2.173186268412274,-17.5,-17.99101057810587,31.521010578105866,20.14661631908501,16.06941253012878
*,66579,UGC11723,89,1,4893,426,12,15.254,0.076,16.06,13.71,12.38,0.53,0.49,0.36,1.75,0.11,1.07,0.11,0.06,0.0,1.23,0.7,0.07,5,5,0,1,LEDA   66579,LEDA,320.0729,-1.68434,ivo://CDS.VizieR/J/ApJ/902/145:table1:7258,5087,4569,1.012,34.04,0.15,34.02,0.15,0.35,34.04,0.15,0.39,34.05,0.15,0.4,33.88,0.15,0.48,2.629409599102719,-21.659999999999997,-21.758589214116196,34.138589214116195,67.25395714690892,64.26877173170195
*,66585,UGC11726,78,3,7739,474,17,14.886,0.185,,,12.76,,,0.28,,,,,0.04,0.01,1.23,0.7,0.07,0,5,0,1,LEDA   66585,LEDA,320.1252,37.58328,ivo://CDS.VizieR/J/ApJ/902/145:table1:7260,8049,7454,1.02,34.75,0.18,,,,,,,,,,34.75,0.18,0.48,2.6757783416740852,-21.990000000000002,-22.14151106869596,34.90151106869596,95.56573707107093,89.12509381337455
*,66588,ESO402-024,59,4,11784,505,20,16.669,0.185,,,13.5,,,0.21,,,,,0.02,0.0,1.12,0.57,0.05,0,5,0,0,LEDA   66588,LEDA,320.15006,-32.38496,ivo://CDS.VizieR/J/ApJ/902/145:table1:7261,11823,11533,1.03,36.23,0.26,,,,,,,,,,36.23,0.26,0.48,2.7032913781186614,-22.729999999999997,-22.368718932361073,35.86871893236108,149.19139900961625,176.19760464116274
*,66590,UGC11724,81,3,6202,285,11,14.86,0.076,15.58,14.33,14.25,0.5,0.38,0.35,0.78,0.13,0.41,0.07,0.02,0.0,0.98,0.51,0.03,5,5,0,1,LEDA   66590,LEDA,320.15944,1.04728,ivo://CDS.VizieR/J/ApJ/902/145:table1:7262,6408,5876,1.016,34.13,0.18,34.12,0.18,0.46,34.13,0.18,0.46,34.15,0.18,0.45,34.21,0.18,0.57,2.45484486000851,-19.880000000000003,-20.317000550474816,34.567000550474816,81.92191769973772,66.98846094165272
*,66612,UGC11729,88,2,4629,169,17,16.363,0.076,,,15.99,,,0.4,,,,,0.01,0.0,0.75,0.31,0.01,0,3,0,1,LEDA   66612,LEDA,320.31146,25.02886,ivo://CDS.VizieR/J/ApJ/902/145:table1:7263,4916,4315,1.011,33.7,0.42,,,,,,,,,,33.7,0.42,0.66,2.2278867046136734,-17.71,-18.44273713601983,34.43273713601983,77.01005387274657,54.954087385762534
*,66617,ESO287-009,88,2,2695,231,13,15.157,0.217,,,13.69,,,0.36,,,,,0.03,0.0,1.04,0.56,0.04,0,5,0,0,LEDA   66617,LEDA,320.31784,-46.15283,ivo://CDS.VizieR/J/ApJ/902/145:table1:7264,2657,2502,1.007,32.76,0.25,,,,,,,,,,32.76,0.25,0.62,2.3636119798921444,-19.07,-19.563582154471444,33.253582154471445,44.74210687748229,35.64511334262439
*,66618,UGC11732,86,3,4739,281,18,14.51,0.076,,,13.95,,,0.17,,,,,0.05,0.0,1.13,0.64,0.05,0,4,0,1,LEDA   66618,LEDA,320.34143,29.45336,ivo://CDS.VizieR/J/ApJ/902/145:table1:7265,5035,4433,1.012,33.97,0.28,,,,,,,,,,33.97,0.28,0.58,2.44870631990508,-20.02,-20.266307324166164,34.216307324166166,69.7046040913847,62.23002851691592
*,66646,UGC11746,89,1,4722,412,19,16.924,0.185,,,13.5,,,0.25,,,,,0.07,0.0,1.23,0.7,0.07,0,4,0,0,LEDA   66646,LEDA,320.29357,82.31691,ivo://CDS.VizieR/J/ApJ/902/145:table1:7268,4992,4634,1.012,34.99,0.21,,,,,,,,,,34.99,0.21,0.48,2.6148972160331345,-21.490000000000002,-21.638743207276043,35.13874320727604,106.59789812690161,99.5405417351528
*,66669,ESO287-013,81,3,2696,367,16,13.447,0.185,,,11.67,,,0.48,,,,,0.05,0.01,1.22,0.71,0.07,0,5,0,1,LEDA   66669,LEDA,320.80828,-45.77314,ivo://CDS.VizieR/J/ApJ/902/145:table1:7269,2661,2500,1.007,32.67,0.2,,,,,,,,,,32.67,0.2,0.49,2.5646660642520893,-21.0,-21.22392484622018,32.89392484622018,37.91272225167597,34.197944251370906
*,66709,PGC066709,78,3,8888,407,19,16.282,0.076,,,13.72,,,0.21,,,,,0.04,0.01,1.24,0.71,0.07,0,5,0,1,LEDA   66709,LEDA,321.25421,12.44113,ivo://CDS.VizieR/J/ApJ/902/145:table1:7272,9138,8557,1.023,35.33,0.22,,,,,,,,,,35.33,0.22,0.48,2.60959440922522,-21.61,-21.594951624740897,35.3149516247409,115.60864870381023,116.41260294104909
*,66727,ESO402-028,62,4,7588,416,17,15.948,0.185,,,13.43,,,0.21,,,,,0.02,0.0,1.21,0.67,0.07,0,5,0,1,LEDA   66727,LEDA,321.44093,-34.0772,ivo://CDS.VizieR/J/ApJ/902/145:table1:7273,7617,7341,1.019,35.46,0.24,,,,,,,,,,35.46,0.24,0.48,2.6190933306267428,-22.03,-21.67339551598898,35.10339551598898,104.8767216379834,123.59474334445108
*,66740,IC5105B,72,5,2249,203,20,14.957,0.217,,,12.62,,,0.28,,,,,0.03,0.01,1.22,0.71,0.07,0,5,0,0,LEDA   66740,LEDA,321.5008,-40.83474,ivo://CDS.VizieR/J/ApJ/902/145:table1:7275,2241,2029,1.005,31.71,0.44,,,,,,,,,,31.71,0.44,0.64,2.307496037913213,-19.090000000000003,-19.10016608186627,31.720166081866267,22.081736154643586,21.97859872784825
*,66771,UGC11745,69,3,7456,258,20,16.284,0.076,,,14.15,,,0.34,,,,,0.03,0.0,1.14,0.64,0.05,0,3,0,1,LEDA   66771,LEDA,321.71471,37.94712,ivo://CDS.VizieR/J/ApJ/902/145:table1:7277,7766,7168,1.019,34.2,0.34,,,,,,,,,,34.2,0.34,0.58,2.41161970596323,-20.050000000000004,-19.96003904508054,34.11003904508054,66.37550052229665,69.18309709189373
*,66778,PGC066778,67,5,6736,279,17,15.49,0.185,,,14.18,,,0.18,,,,,0.02,0.01,1.2,0.69,0.06,0,4,0,1,LEDA   66778,LEDA,321.77476,-9.53143,ivo://CDS.VizieR/J/ApJ/902/145:table1:7278,6894,6418,1.017,34.64,0.31,,,,,,,,,,34.64,0.31,0.56,2.4456042032735974,-20.46,-20.24068945773768,34.42068945773768,76.58397278040745,84.72274141405967
*,66784,NGC7059,68,4,1734,260,13,12.905,0.185,,,11.7,,,0.75,,,,,0.02,0.0,1.13,0.64,0.05,0,4,0,1,LEDA   66784,LEDA,321.83944,-60.01466,ivo://CDS.VizieR/J/ApJ/902/145:table1:7279,1622,1608,1.004,31.61,0.25,,,,,,,,,,31.61,0.25,0.58,2.4149733479708178,-19.91,-19.987734055683113,31.687734055683112,21.754385045580143,20.989398836235235
*,66803,PGC066803,62,4,8800,393,19,16.348,0.076,,,13.67,,,0.17,,,,,0.02,0.0,1.2,0.66,0.06,0,5,0,1,LEDA   66803,LEDA,322.00878,12.74649,ivo://CDS.VizieR/J/ApJ/902/145:table1:7283,9051,8467,1.022,35.57,0.27,,,,,,,,,,35.57,0.27,0.48,2.5943925503754266,-21.9,-21.469411796377784,35.139411796377786,106.6307243169546,130.01695780332898
*,66836,NGC7064,86,2,855,153,13,13.25,0.185,,,12.97,,,0.88,,,,,0.01,0.0,0.77,0.32,0.01,0,5,0,1,LEDA   66836,LEDA,322.25958,-52.76611,ivo://CDS.VizieR/J/ApJ/902/145:table1:7285,782,690,1.002,30.17,0.36,,,,,,,,,,30.17,0.36,0.66,2.184691430817599,-17.200000000000003,-18.086022387380353,31.056022387380352,16.263142878526708,10.814339512979386
*,66872,ESO403-003,90,1,7659,396,19,15.453,0.185,,,13.66,,,0.27,,,,,0.06,0.0,1.2,0.69,0.06,0,5,0,1,LEDA   66872,LEDA,322.64255,-33.65018,ivo://CDS.VizieR/J/ApJ/902/145:table1:7288,7691,7407,1.02,35.01,0.22,,,,,,,,,,35.01,0.22,0.48,2.597695185925512,-21.349999999999998,-21.49668558599788,35.15668558599788,107.48234106478193,100.46157902783946
*,66880,UGC11758,89,1,8635,612,19,16.119,0.076,,,12.84,,,0.33,,,,,0.06,0.0,1.21,0.67,0.07,0,5,0,1,LEDA   66880,LEDA,322.7401,13.98617,ivo://CDS.VizieR/J/ApJ/902/145:table1:7289,8890,8301,1.022,35.44,0.16,,,,,,,,,,35.44,0.16,0.48,2.7867514221455614,-22.599999999999998,-23.057947776401896,35.89794777640189,151.21314818105205,122.46161992650477
*,66948,PGC066948,84,3,9958,451,20,16.75,0.185,17.57,14.79,13.49,0.15,0.19,0.17,1.02,0.21,0.5,0.11,0.04,0.01,1.07,0.51,0.05,5,5,0,0,LEDA   66948,LEDA,323.26584,-1.50409,ivo://CDS.VizieR/J/ApJ/902/145:table1:7293,10154,9625,1.025,35.89,0.2,35.91,0.19,0.35,35.88,0.2,0.39,35.87,0.2,0.4,35.37,0.2,0.48,2.6541765418779604,-22.4,-21.963119316375703,35.453119316375705,123.20373197370213,150.66070661867417
*,66958,UGC11765,57,4,6686,253,8,15.476,0.076,15.93,14.32,14.37,0.24,0.21,0.2,0.31,0.05,0.18,0.03,0.01,0.0,1.16,0.66,0.06,5,5,0,1,LEDA   66958,LEDA,323.38821,8.77251,ivo://CDS.VizieR/J/ApJ/902/145:table1:7294,6923,6348,1.017,34.68,0.23,34.68,0.22,0.44,34.69,0.23,0.44,34.69,0.23,0.43,34.74,0.24,0.56,2.403120521175818,-20.310000000000002,-19.889851168059657,34.259851168059654,71.11647690046051,86.29785477669702
*,66965,UGC11767,54,4,4321,79,12,16.443,0.076,,,13.53,,,0.29,,,,,0.01,0.0,1.11,0.62,0.05,0,3,0,1,LEDA   66965,LEDA,323.44766,41.83435,ivo://CDS.VizieR/J/ApJ/902/145:table1:7295,4635,4041,1.011,30.34,0.69,,,,,,,,,,30.34,0.69,0.66,1.8976270912904414,-16.810000000000002,-15.715390725193888,29.245390725193886,7.064446573716976,11.694993910198711
*,66969,IC5119,78,3,5323,438,19,16.114,0.076,,,12.81,,,0.2,,,,,0.03,0.0,1.12,0.57,0.05,0,5,0,1,LEDA   66969,LEDA,323.48275,21.83796,ivo://CDS.VizieR/J/ApJ/902/145:table1:7296,5602,4995,1.013,34.57,0.2,,,,,,,,,,34.57,0.2,0.48,2.6414741105040997,-21.759999999999998,-21.858220233294798,34.6682202332948,85.83097514278339,82.03515443298186
