pair_id,group_id,r_ap,x_o,y_o,x_e,y_e,flux_o,flux_e,sky_o,sky_e
21,3,5,317.4140839855377,278.21132363763263,347.2559696749261,283.91179589164665,104.69249385330522,65.79867119650999,-47.0,-47.0
21,3,6,317.4140839855377,278.21132363763263,347.2559696749261,283.91179589164665,103.17143789624424,56.786347468629174,-47.0,-47.0
21,3,8,317.4140839855377,278.21132363763263,347.2559696749261,283.91179589164665,120.89877422854079,41.27219304068058,-47.0,-47.0
22,3,3,132.2178368454926,296.5368821061878,162.6080494414143,302.1261936477401,42.20318080532661,37.52711868743563,-46.0,-46.0
22,3,4,132.2178368454926,296.5368821061878,162.6080494414143,302.1261936477401,42.728707167245375,40.1117861478142,-46.0,-46.0
22,3,5,132.2178368454926,296.5368821061878,162.6080494414143,302.1261936477401,38.83682462862498,30.83761768275781,-46.0,-46.0
22,3,6,132.2178368454926,296.5368821061878,162.6080494414143,302.1261936477401,28.677629530278864,27.944697569977507,-46.0,-46.0
22,3,8,132.2178368454926,296.5368821061878,162.6080494414143,302.1261936477401,2.014779288225327,12.076601608090641,-46.0,-46.0
23,3,3,255.435702945476,307.8471452084548,285.4795874467606,313.28171284271707,30.25999111109877,38.50375053423522,-46.5,-47.0
23,3,4,255.435702945476,307.8471452084548,285.4795874467606,313.28171284271707,32.39444258395406,46.44264131328373,-46.5,-47.0
23,3,5,255.435702945476,307.8471452084548,285.4795874467606,313.28171284271707,34.00269342443107,49.85891831973049,-46.5,-47.0
23,3,6,255.435702945476,307.8471452084548,285.4795874467606,313.28171284271707,35.2051321029021,54.08410901934894,-46.5,-47.0
23,3,8,255.435702945476,307.8471452084548,285.4795874467606,313.28171284271707,30.825566216008156,71.23814118953669,-46.5,-47.0
24,3,3,284.945442363332,324.74710493566766,314.8852877228838,330.38034928968045,80.03846450301353,71.94488844267926,-47.0,-47.0
24,3,4,284.945442363332,324.74710493566766,314.8852877228838,330.38034928968045,89.35749027835982,70.06401574586289,-47.0,-47.0
24,3,5,284.945442363332,324.74710493566766,314.8852877228838,330.38034928968045,93.64722643005507,66.43673892118613,-47.0,-47.0
24,3,6,284.945442363332,324.74710493566766,314.8852877228838,330.38034928968045,99.74503529123831,60.00329586823409,-47.0,-47.0
24,3,8,284.945442363332,324.74710493566766,314.8852877228838,330.38034928968045,101.14166129450314,46.370561190140506,-47.0,-47.0
25,3,3,155.16460100956044,330.6192729387621,184.9601283992704,336.2023182562882,22.540270574477745,30.48780289965316,-46.5,-47.0
25,3,4,155.16460100956044,330.6192729387621,184.9601283992704,336.2023182562882,24.65409811569225,39.10932621891243,-46.5,-47.0
25,3,5,155.16460100956044,330.6192729387621,184.9601283992704,336.2023182562882,28.18815629459141,47.082025681508185,-46.5,-47.0
25,3,6,155.16460100956044,330.6192729387621,184.9601283992704,336.2023182562882,28.99454861407139,63.704078171708716,-46.5,-47.0
25,3,8,155.16460100956044,330.6192729387621,184.9601283992704,336.2023182562882,26.312417230574283,105.52371792540362,-46.5,-47.0
26,3,3,237.74841874376835,331.0613266758326,267.8236390846352,336.77909006266,86.62693018474351,83.10611923017132,-46.5,-47.0
26,3,4,237.74841874376835,331.0613266758326,267.8236390846352,336.77909006266,91.52760402311606,87.54476017573688,-46.5,-47.0
