2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks
J20201104-1944142,12.814,0.590,4.13,12.088,0.591,11.922,0.530,g2020111-194415,1,p,20.33640,-19.73742,8605,0.195,0.196,0.135,3.074,3.212,3.339,2.157,0.0,,,,,3.6691,0.1739,1,1,1
J20201276-0038407,13.104,0.579,2.59,12.594,0.413,12.188,0.512,g2020128-003841,1,,20.33688,-0.64464,16069,0.449,0.283,0.382,3.034,3.413,3.279,2.208,2.0,1564,8,2,16313,1.6235,0.6636,0,0,0
J20201376-5314475,13.467,0.517,6.00,12.688,0.541,12.649,0.334,g2020137-531448,1,p,20.33715,-53.24658,15194,0.345,0.369,0.162,2.988,3.101,3.443,2.218,2.0,1310,8,7,14734,2.0999,0.4944,1,1,0
J20202892-5137227,11.801,0.594,6.00,11.146,0.532,10.947,0.480,g2020290-513723,1,p,20.34138,-51.62297,5144,-0.018,-0.080,-0.132,3.439,3.680,3.821,2.298,1.0,,,,,2.0000,0.5167,1,1,1
J20203217-2109062,12.453,0.692,6.00,11.718,0.735,11.420,0.678,g2020322-210906,1,,20.34228,-21.15167,15684,0.546,0.589,0.532,3.057,3.111,3.251,2.457,0.0,,,,,3.7792,0.1071,1,1,1
J20203458-1222250,12.520,0.396,3.33,11.803,0.340,11.571,0.309,g2020346-122225,1,p,20.34295,-12.37358,8410,-0.008,-0.064,-0.095,3.577,3.826,3.921,2.423,2.0,,,,,8.7766,0.0397,1,1,1
J20204019-4846557,13.787,0.245,5.44,13.123,0.192,12.613,0.261,g2020402-484656,1,,20.34450,-48.78214,15955,0.106,0.053,0.122,3.409,3.630,3.604,2.382,0.0,,,,,5.1993,0.0775,0,0,0
J20204325-5303506,13.391,0.348,3.87,12.314,0.636,12.370,0.332,g2020433-530351,1,p,20.34536,-53.06414,15643,0.176,0.464,0.160,3.356,3.060,3.559,2.347,1.0,1310,8,7,14734,3.8253,0.1295,1,1,1
J20204437-1909293,12.822,0.607,2.54,11.986,0.644,11.754,0.595,g2020444-190929,1,,20.34566,-19.15814,15499,0.456,0.493,0.444,3.083,3.188,3.285,2.220,1.0,,,,,2.2330,0.3669,1,1,1
J20204673-0935414,12.881,0.758,6.00,12.208,0.684,11.998,0.576,g2020468-093542,1,,20.34632,-9.59492,16110,0.623,0.549,0.441,2.756,3.019,3.224,2.216,3.5,,,,,,,1,1,1
J20205096-0045258,13.523,0.420,6.00,12.823,0.411,12.572,0.336,g2020510-004526,1,p,20.34750,-0.75711,15139,0.259,0.250,0.175,3.178,3.319,3.477,2.159,1.0,,,,,1.5444,0.7759,1,1,0
J20205307-5241026,11.439,0.934,3.85,10.929,0.805,10.478,0.872,g2020531-524102,1,p,20.34808,-52.68400,15161,0.774,0.645,0.712,2.967,3.279,3.236,2.396,2.0,,,,,,,1,1,1
J20205372-4946486,12.138,0.609,4.29,11.409,0.615,11.275,0.524,g2020537-494649,1,p,20.34826,-49.78022,5526,0.017,0.023,-0.068,3.274,3.409,3.601,2.080,0.0,256,2,4,5388,2.9040,0.3094,1,1,1
J20210765-4916505,12.367,0.857,2.55,11.542,0.831,11.123,0.791,g2021077-491651,1,,20.35213,-49.28080,15057,0.694,0.668,0.628,2.748,2.980,3.139,2.131,3.0,,,,,8.2324,0.0270,1,1,1
J20211680-5228325,12.942,0.554,3.21,12.178,0.584,11.766,0.608,g2021168-522833,1,,20.35468,-52.47569,15730,0.409,0.439,0.463,3.131,3.225,3.249,2.377,1.0,,,,,3.8612,0.1405,1,1,1
J20211949-5345475,10.420,1.075,2.96,9.735,1.055,9.506,1.032,g2021195-534548,1,p,20.35542,-53.76320,4553,0.411,0.391,0.368,3.026,3.196,3.293,2.198,2.5,,,,,2.7745,0.2297,1,1,1
J20214382-0125196,13.277,0.491,2.37,12.519,0.516,12.225,0.481,g2021438-012520,1,p,20.36217,-1.42208,15199,0.332,0.357,0.322,3.133,3.230,3.325,2.213,3.0,,,,,2.4474,0.3054,0,0,0
J20214806-5259304,13.491,0.369,5.29,12.748,0.333,12.434,0.343,g2021480-525930,1,p,20.36334,-52.99178,14503,0.191,0.155,0.165,3.273,3.492,3.511,2.198,2.0,,,,,,,1,1,1
J20215066-4942084,10.793,0.869,4.99,10.122,0.831,9.845,0.835,g2021507-494208,1,p,20.36408,-49.70228,5585,0.277,0.239,0.243,3.291,3.491,3.551,2.347,0.0,256,2,4,5388,3.7994,0.1750,1,1,1
J20215651-2046257,13.347,0.385,4.28,12.602,0.411,12.318,0.419,g2021565-204626,1,,20.36570,-20.77392,7857,-0.048,-0.022,-0.014,3.262,3.359,3.400,2.090,0.0,,,,,3.3964,0.2123,1,1,1
J20220305-4759124,11.355,0.781,4.05,10.671,0.760,10.392,0.768,g2022030-475913,1,p,20.36751,-47.98686,5488,0.196,0.175,0.183,3.242,3.414,3.466,2.218,3.0,,,,,2.6802,0.2284,1,1,1
J20220503-4134490,12.523,0.644,2.70,11.792,0.644,11.421,0.642,g2022050-413449,1,p,20.36807,-41.58022,14247,0.458,0.458,0.456,3.115,3.255,3.321,2.272,2.5,,,,,7.6395,0.0262,1,1,1
J20221768-1944224,13.327,0.631,6.00,12.684,0.546,12.454,0.488,g2022177-194422,1,,20.37158,-19.73956,16038,0.494,0.409,0.351,2.832,3.105,3.218,2.280,0.0,,,,,2.0080,0.6579,1,1,1
J20221859-5311034,12.480,0.551,5.49,11.885,0.470,11.629,0.447,g2022186-531104,1,p,20.37184,-53.18436,14473,0.379,0.298,0.275,3.316,3.565,3.626,2.338,1.0,1310,8,7,14734,3.3074,0.1653,1,1,1
J20223243-7604240,12.571,0.671,5.97,11.870,0.670,11.665,0.588,g2022325-760424,1,p,20.37568,-76.07330,12030,0.416,0.415,0.333,3.032,3.162,3.330,2.226,0.0,,,,,6.8552,0.0434,1,1,1
J20223654-5954295,12.718,0.553,6.00,11.960,0.566,11.717,0.499,g2022366-595430,1,p,20.37683,-59.90831,10755,0.251,0.264,0.197,3.193,3.321,3.483,2.204,2.0,,,,,4.0960,0.0921,1,1,1
J20224325-5259025,13.082,0.261,4.83,12.419,0.238,12.119,0.152,g2022433-525903,1,p,20.37869,-52.98405,14892,0.094,0.071,-0.015,3.655,3.816,4.019,2.271,2.0,,,,,,,1,1,1
J20224336-5301185,12.987,0.400,4.74,11.996,0.561,11.824,0.459,g2022434-530119,1,p,20.37871,-53.02189,14442,0.220,0.381,0.279,3.412,3.336,3.523,2.462,0.0,,,,,,,1,1,1
J20224661-5136165,12.867,0.354,6.00,12.173,0.354,11.841,0.358,g2022466-513616,1,p,20.37961,-51.60456,11708,0.088,0.088,0.092,3.534,3.663,3.714,2.308,1.0,,,,,5.7851,0.0780,1,1,1
J20225816-3423521,11.969,0.737,6.00,11.256,0.726,11.020,0.709,g2022582-342352,1,,20.38283,-34.39786,9754,0.395,0.384,0.367,3.119,3.278,3.341,2.341,0.0,,,,,3.8858,0.1212,1,1,1
J20230568-0221295,13.495,0.437,6.00,12.842,0.397,12.440,0.431,g2023057-022129,1,p,20.38492,-2.35817,15948,0.297,0.257,0.291,3.156,3.341,3.339,2.244,2.0,,,,,4.3230,0.0916,1,1,1
J20231411-4447232,12.684,0.649,4.49,11.887,0.712,11.661,0.634,g2023141-444723,1,p,20.38725,-44.78972,15457,0.497,0.560,0.482,3.039,3.082,3.238,2.290,0.0,,,,,6.0465,0.0427,1,1,1
J20231815-5254263,13.951,0.214,4.91,13.220,0.225,12.743,0.418,g2023182-525427,1,,20.38838,-52.90739,15790,0.070,0.081,0.274,3.407,3.526,3.239,2.191,1.5,,,,,,,0,0,0
J20232024-8220458,12.744,0.720,5.18,11.998,0.704,11.878,0.486,g2023204-822046,1,p,20.38899,-82.34614,13589,0.515,0.499,0.281,2.939,3.092,3.478,2.289,2.0,,,,,7.9284,0.0384,1,1,1
J20232111-1819203,11.481,0.742,5.71,10.738,0.745,10.529,0.687,g2023211-181921,1,p,20.38920,-18.32242,7700,0.301,0.304,0.246,3.292,3.436,3.579,2.333,0.5,,,,,2.9714,0.2612,1,1,1
J20232258-5204593,11.727,0.920,2.28,11.050,0.914,10.808,0.905,g2023226-520459,1,p,20.38961,-52.08311,5624,0.354,0.348,0.339,2.821,2.958,3.027,2.090,4.0,280,0,1,5730,3.4590,0.1684,1,1,1
J20232654-4646162,12.064,0.583,4.52,11.292,0.610,11.010,0.598,g2023265-464616,1,p,20.39070,-46.77122,8900,0.202,0.229,0.217,3.376,3.485,3.562,2.232,2.5,,,,,4.2855,0.0858,1,1,1
J20232712-5231543,12.586,0.540,5.32,11.796,0.584,11.707,0.437,g2023272-523155,1,p,20.39087,-52.53183,14889,0.372,0.416,0.269,3.296,3.373,3.614,2.395,0.0,,,,,,,1,1,1
J20232854-5244533,12.661,0.734,4.76,12.136,0.644,11.834,0.592,g2023286-524453,1,p,20.39127,-52.74811,15310,0.578,0.488,0.436,2.881,3.120,3.254,2.314,0.0,,,,,,,1,1,1
J20233152-8437039,13.482,0.567,5.90,12.880,0.490,12.244,0.645,g2023315-843704,1,,20.39208,-84.61784,15219,0.408,0.331,0.486,2.926,3.155,3.001,2.244,0.0,,,,,,,1,0,1
J20233973-4441142,12.893,0.603,6.00,12.353,0.505,12.005,0.583,g2023397-444114,1,,20.39437,-44.68731,8981,0.226,0.128,0.206,3.006,3.272,3.195,2.141,2.0,,,,,2.4230,0.2658,1,1,1
J20234294-4826273,13.024,0.631,3.00,12.371,0.625,12.170,0.542,g2023430-482628,1,,20.39526,-48.44097,15861,0.489,0.483,0.400,2.941,3.064,3.218,2.193,4.0,,,,,6.3497,0.0359,1,1,1
J20234488-1919315,9.243,1.319,4.20,8.604,1.281,8.331,1.280,g2023449-191932,1,p,20.39579,-19.32542,2995,0.476,0.438,0.437,3.002,3.189,3.266,2.335,0.0,,,,,,,1,1,1
J20234940-0702592,13.669,0.231,2.08,13.071,0.147,12.440,0.351,g2023494-070259,1,,20.39706,-7.04972,11066,-0.059,-0.143,0.061,3.454,3.713,3.488,2.110,1.0,,,,,13.0583,0.0117,0,0,1
J20235268-5939138,13.385,0.385,6.00,12.481,0.465,12.003,0.572,g2023527-593914,1,p,20.39797,-59.65378,11353,0.106,0.186,0.293,3.265,3.317,3.222,2.119,2.0,,,,,4.9144,0.0640,1,1,1
J20235734-0916531,11.870,0.560,5.34,11.137,0.517,10.929,0.445,g2023573-091653,1,p,20.39926,-9.28136,8072,0.138,0.095,0.023,3.508,3.737,3.906,2.448,2.5,,,,,10.1528,0.0276,1,1,1
J20240246-0945121,12.889,0.516,4.13,12.141,0.525,11.824,0.514,g2024024-094512,1,,20.40068,-9.75333,15777,0.381,0.390,0.379,3.238,3.365,3.418,2.315,2.5,1440,4,1,16129,5.9467,0.0726,0,0,0
J20241155-5022394,12.180,0.673,3.85,11.385,0.692,11.237,0.621,g2024116-502239,1,p,20.40321,-50.37756,5496,0.050,0.069,-0.002,3.125,3.262,3.421,2.179,1.0,184,1,1,5014,3.1466,0.2635,1,1,1
J20241439-5237374,13.627,0.452,2.21,12.908,0.500,12.804,0.305,g2024144-523737,1,,20.40401,-52.62695,14470,0.273,0.321,0.126,3.053,3.094,3.439,2.248,2.0,,,,,,,0,0,0
J20241669-2107270,12.960,0.729,4.27,12.423,0.630,12.112,0.696,g2024167-210727,1,,20.40464,-21.12422,7915,0.308,0.209,0.275,2.727,2.992,2.927,2.108,2.0,530,1,3,8079,2.6486,0.2246,1,1,1
J20242552-0704197,12.382,0.515,5.00,11.715,0.448,11.445,0.439,g2024255-070420,1,p,20.40709,-7.07208,5400,-0.077,-0.144,-0.153,3.363,3.620,3.703,2.280,0.5,,,,,5.0446,0.0745,1,1,1
J20243049-2101080,12.558,0.487,4.40,11.790,0.514,11.586,0.439,g2024305-210108,1,,20.40848,-21.01892,8214,0.066,0.093,0.018,3.371,3.477,3.652,2.161,2.0,530,1,3,8079,2.8679,0.2846,1,1,1
J20243561-3027539,12.210,0.747,2.72,11.477,0.681,11.103,0.692,g2024356-302754,1,p,20.40989,-30.46503,12468,0.507,0.441,0.452,3.028,3.300,3.348,2.324,2.0,,,,,3.0274,0.2171,1,1,1
J20244069-2229230,13.660,0.287,5.39,12.896,0.317,12.815,0.132,g2024407-222923,1,p,20.41131,-22.48969,16132,0.152,0.182,-0.003,3.384,3.476,3.784,2.151,0.0,,,,,,,0,0,0
J20245981-6234185,12.514,0.759,6.00,11.874,0.700,11.721,0.625,g2024598-623418,1,p,20.41662,-62.57178,11126,0.471,0.412,0.337,2.866,3.090,3.230,2.265,1.5,,,,,6.9628,0.0373,1,1,1
J20250744-6520045,13.175,0.438,4.43,12.399,0.424,11.907,0.526,g2025074-652004,1,p,20.41872,-65.33453,15575,0.289,0.275,0.377,3.270,3.456,3.358,2.255,1.0,,,,,4.8198,0.0787,1,1,1
J20251288-2052013,12.963,0.577,2.23,12.213,0.606,11.890,0.586,g2025128-205201,1,p,20.42023,-20.86706,8453,0.156,0.185,0.165,3.030,3.125,3.236,2.341,1.0,530,1,3,8079,2.8658,0.2850,1,1,1
J20252383-5321106,12.026,0.810,5.41,11.608,0.619,11.181,0.690,g2025238-532111,1,p,20.42329,-53.35294,14682,0.637,0.446,0.517,2.979,3.378,3.319,2.386,1.0,,,,,,,1,1,1
J20252950-1551134,11.898,1.009,1.96,11.148,1.030,10.957,1.000,g2025295-155113,1,p,20.42486,-15.85372,8382,0.603,0.624,0.594,2.603,2.710,2.786,2.065,4.0,,,,,6.3925,0.0660,1,1,1
J20254004-6320518,13.424,0.268,6.00,12.819,0.182,12.363,0.263,g2025401-632052,1,p,20.42780,-63.34769,11159,-0.018,-0.104,-0.023,3.486,3.750,3.698,2.261,1.0,,,,,7.0763,0.0413,1,1,1
J20254158-1726333,11.810,0.738,6.00,11.074,0.749,10.938,0.652,g2025416-172633,1,p,20.42821,-17.44256,5986,0.190,0.201,0.104,3.156,3.282,3.483,2.155,2.0,,,,,8.2955,0.0263,1,1,1
J20254686-4948306,14.073,0.439,2.69,13.139,0.592,13.042,0.449,g2025469-494831,1,,20.42970,-49.80869,11339,0.159,0.312,0.169,2.877,2.797,3.051,2.078,0.5,,,,,,,0,0,0
J20255179-2208426,12.540,0.562,6.00,11.765,0.612,11.665,0.518,g2025518-220843,1,p,20.43106,-22.14522,5848,0.004,0.054,-0.040,3.215,3.279,3.460,2.149,1.0,,,,,5.1631,0.0737,1,1,1
J20255359-0809173,12.992,0.428,5.08,12.159,0.510,12.037,0.360,g2025536-080918,1,p,20.43155,-8.15492,10316,0.109,0.191,0.041,3.328,3.349,3.631,2.129,0.0,,,,,,,1,1,1
J20260121-2200336,13.482,0.373,3.98,12.820,0.306,12.261,0.473,g2026012-220034,1,p,20.43368,-22.00939,15980,0.234,0.167,0.334,3.282,3.528,3.323,2.353,1.0,,,,,5.4157,0.0687,1,1,1
J20261351-3321353,13.735,0.335,6.00,13.154,0.224,12.730,0.238,g2026135-332135,1,p,20.43709,-33.35983,11786,0.071,-0.040,-0.026,3.233,3.536,3.602,2.256,0.0,,,,,4.0041,0.1527,0,0,0
J20261758-5224170,11.424,0.902,4.13,10.710,0.888,10.527,0.862,g2026176-522417,1,p,20.43821,-52.40475,5803,0.341,0.327,0.301,2.977,3.146,3.225,2.192,4.0,,,,,3.6907,0.1461,1,1,1
J20261994-4802380,12.283,0.448,3.79,11.433,0.542,11.054,0.608,g2026199-480238,1,p,20.43887,-48.04386,5965,-0.101,-0.007,0.059,3.539,3.547,3.521,2.197,1.0,,,,,2.5870,0.2331,1,1,1
J20263988-5447588,10.738,0.898,5.27,10.020,0.898,9.795,0.876,g2026399-544759,1,p,20.44442,-54.79969,4464,0.225,0.225,0.203,3.253,3.395,3.489,2.243,1.5,,,,,2.7151,0.2733,1,1,1
J20264693-7406223,12.982,0.406,4.39,12.174,0.487,11.872,0.471,g2026469-740623,1,p,20.44637,-74.10628,12019,0.150,0.231,0.215,3.392,3.402,3.479,2.316,2.0,,,,,5.0319,0.0714,1,1,1
J20265263-0149236,12.945,0.511,3.24,12.102,0.561,11.929,0.494,g2026526-014923,1,,20.44796,-1.82314,7669,0.068,0.118,0.051,3.186,3.269,3.412,2.090,1.0,,,,,12.2862,0.0104,1,1,1
J20265625-5254100,13.174,0.237,3.50,12.271,0.348,11.869,0.364,g2026563-525410,1,p,20.44896,-52.90275,14829,0.068,0.179,0.195,3.665,3.654,3.695,2.310,2.0,,,,,,,1,1,1
J20270366-7338342,12.768,0.660,5.63,11.879,0.838,11.534,0.782,g2027037-733834,1,p,20.45102,-73.64278,16124,0.525,0.703,0.647,2.993,2.840,2.995,2.429,2.0,,,,,4.9993,0.0796,0,0,0
J20271961-5142190,13.616,0.369,2.79,12.931,0.364,12.667,0.377,g2027196-514219,1,p,20.45544,-51.70522,5650,-0.203,-0.208,-0.195,3.163,3.303,3.338,2.156,0.5,,,,,2.9159,0.3670,1,0,0
J20272337-6706302,12.915,0.625,5.69,12.323,0.576,12.135,0.485,g2027234-670630,1,p,20.45649,-67.10833,15523,0.474,0.425,0.334,2.996,3.181,3.347,2.341,0.0,,,,,5.2595,0.0533,1,1,1
J20272819-4216014,13.961,0.322,4.43,13.336,0.238,13.138,0.249,g2027283-421601,1,p,20.45786,-42.26694,15234,0.164,0.080,0.091,3.185,3.452,3.419,2.125,0.0,,,,,,,0,0,0
J20273247-4429094,13.006,0.373,6.00,12.186,0.424,12.102,0.271,g2027325-442909,1,p,20.45902,-44.48592,13684,0.171,0.222,0.069,3.452,3.529,3.786,2.317,2.0,,,,,7.4218,0.0289,1,1,1
J20273660-1852239,12.836,0.655,4.17,12.188,0.601,11.932,0.571,g2027366-185224,1,,20.46017,-18.87342,7547,0.210,0.156,0.126,2.925,3.144,3.250,2.213,1.0,400,8,6,7638,1.5190,1.0295,1,1,1
J20273752-6654143,12.321,0.621,4.23,11.643,0.607,11.494,0.496,g2027375-665414,1,p,20.46042,-66.90395,11625,0.352,0.338,0.227,3.215,3.367,3.576,2.294,1.5,,,,,6.1441,0.0380,1,1,1
J20274605-0304375,10.209,0.901,2.36,9.549,0.876,9.239,0.888,g2027461-030437,1,p,20.46280,-3.07706,5421,0.311,0.286,0.298,3.467,3.635,3.690,2.228,0.0,,,,,2.0445,0.3696,1,1,1
J20274975-4704273,12.626,0.498,5.76,11.903,0.497,11.716,0.416,g2027498-470428,1,p,20.46382,-47.07431,11896,0.238,0.237,0.156,3.343,3.485,3.648,2.202,2.0,,,,,5.3745,0.0551,1,1,1
J20275255-4257203,12.571,0.612,6.00,11.978,0.515,11.597,0.587,g2027526-425721,1,p,20.46460,-42.95570,13108,0.392,0.295,0.367,3.144,3.427,3.355,2.339,2.5,,,,,5.2869,0.0542,1,1,1
J20275674-4436383,12.264,0.650,4.04,11.549,0.638,11.314,0.573,g2027568-443638,1,p,20.46577,-44.61064,12035,0.395,0.383,0.318,3.183,3.345,3.495,2.225,2.0,,,,,5.2114,0.0569,0,0,0
J20280503-4508423,12.503,0.645,5.60,11.897,0.595,11.698,0.547,g2028050-450843,1,p,20.46806,-45.14514,12008,0.389,0.339,0.291,3.098,3.292,3.393,2.086,0.0,,,,,4.5690,0.0786,1,1,1
J20283290-4404299,12.116,0.730,6.00,11.460,0.696,11.270,0.612,g2028329-440430,1,p,20.47581,-44.07505,12063,0.476,0.442,0.358,3.083,3.265,3.435,2.299,0.0,,,,,5.2773,0.0614,1,1,1
J20284234-4810287,13.310,0.491,4.25,12.629,0.498,12.486,0.410,g2028423-481028,1,,20.47843,-48.17456,12529,0.253,0.260,0.172,3.085,3.196,3.352,2.238,2.0,,,,,3.9026,0.1112,1,1,1
J20284434-2000371,13.433,0.530,6.00,12.347,0.791,12.421,0.538,g2028444-200037,1,,20.47899,-20.01025,16152,0.396,0.657,0.404,2.991,2.750,3.131,2.261,0.0,,,,,4.5920,0.0932,0,0,0
J20284452-6558269,13.840,0.413,1.33,12.959,0.467,12.465,0.524,g2028445-655827,1,,20.47902,-65.97411,10600,0.105,0.159,0.216,3.021,3.117,3.132,2.042,2.0,,,,,5.3347,0.0666,0,0,0
J20284913-0111193,13.694,0.348,3.05,12.838,0.400,12.579,0.223,g2028491-011119,1,,20.48032,-1.18869,15761,0.204,0.256,0.079,3.308,3.371,3.722,2.314,2.0,,,,,4.3681,0.0810,0,1,0
J20285063-7406114,12.757,0.539,6.00,11.900,0.609,11.631,0.587,g2028506-740612,1,p,20.48072,-74.10320,12229,0.291,0.361,0.339,3.216,3.268,3.343,2.179,0.0,,,,,5.3824,0.0687,1,1,1
J20285199-1851060,12.701,0.283,5.89,11.811,0.391,11.661,0.293,g2028520-185106,1,p,20.48111,-18.85167,7785,-0.162,-0.054,-0.152,3.721,3.713,3.914,2.392,0.5,400,8,6,7638,1.6343,0.8763,1,1,1
J20285230-7921533,12.803,0.388,5.70,11.867,0.517,11.405,0.612,g2028524-792153,1,p,20.48121,-79.36483,11505,0.114,0.243,0.338,3.546,3.494,3.405,2.333,1.0,,,,,3.9519,0.1290,1,1,1
J20285410-2111450,13.461,0.155,2.86,12.689,0.197,12.310,0.216,g2028541-211145,1,p,20.48170,-21.19581,10999,-0.137,-0.095,-0.076,3.695,3.770,3.812,2.204,2.0,,,,,7.7308,0.0244,1,1,1
J20285635-4903426,13.816,0.206,3.18,13.229,0.081,12.622,0.355,g2028564-490343,1,,20.48232,-49.06189,11873,-0.055,-0.180,0.094,3.449,3.786,3.407,2.212,0.0,,,,,3.6745,0.1215,0,0,0
J20292468-0010265,11.344,0.608,6.00,10.620,0.595,10.369,0.576,g2029247-001026,1,p,20.49019,-0.17400,5147,-0.004,-0.017,-0.036,3.621,3.782,3.872,2.331,1.5,,,,,2.6284,0.2648,1,1,1
J20292556-0744086,12.915,0.628,4.60,12.120,0.677,11.568,0.805,g2029256-074409,1,p,20.49043,-7.73575,15858,0.486,0.535,0.663,2.995,3.063,2.935,2.257,4.0,,,,,,,1,1,1
J20293147-2113526,13.663,0.185,2.81,12.970,0.170,12.127,0.450,g2029315-211353,1,p,20.49208,-21.23128,10788,-0.115,-0.130,0.150,3.552,3.710,3.417,2.243,1.0,,,,,7.8112,0.0244,0,0,1
J20300405-1909324,13.505,0.683,6.00,12.751,0.708,12.412,0.726,g2030041-190933,1,,20.50113,-19.15908,7905,0.238,0.263,0.281,2.600,2.704,2.748,2.208,0.5,400,8,6,7638,1.6052,0.9503,0,0,0
J20301427-1906574,10.979,0.810,3.56,10.266,0.791,10.014,0.753,g2030143-190658,1,p,20.50397,-19.11597,7754,0.365,0.346,0.308,3.356,3.532,3.653,2.369,0.0,400,8,6,7638,1.5894,0.9001,1,1,1
J20302222-5243009,13.277,0.329,2.77,12.629,0.305,12.150,0.450,g2030223-524301,1,p,20.50618,-52.71686,14976,0.164,0.140,0.285,3.441,3.597,3.411,2.166,0.0,,,,,3.1078,0.2060,1,1,1
J20302670-6605502,12.650,0.660,4.75,11.923,0.674,11.529,0.761,g2030267-660551,1,p,20.50741,-66.09736,10570,0.351,0.365,0.452,3.004,3.118,3.033,2.182,3.0,,,,,5.9820,0.0463,1,1,1
J20303209-4420396,13.093,0.207,3.58,12.392,0.218,12.167,0.177,g2030321-442040,1,p,20.50892,-44.34439,8885,-0.165,-0.154,-0.195,3.719,3.831,3.943,2.123,0.0,628,5,4,9077,1.4118,0.8872,1,1,1
J20303663-8429251,12.741,0.550,3.05,11.947,0.546,11.695,0.474,g2030365-842925,1,,20.51013,-84.49028,14918,0.383,0.379,0.307,3.251,3.412,3.561,2.301,2.0,,,,,,,1,1,1
J20303951-0219305,12.089,0.657,3.24,11.368,0.646,11.279,0.551,g2030395-021931,1,p,20.51098,-2.32519,5747,0.089,0.078,-0.017,3.222,3.380,3.556,2.121,1.0,263,4,1,5707,1.2908,0.9184,1,1,1
J20304638-4430346,12.624,0.779,5.16,12.017,0.731,11.933,0.605,g2030464-443035,1,p,20.51288,-44.50958,9185,0.407,0.359,0.233,2.762,2.955,3.180,2.043,2.0,628,5,4,9077,1.5682,0.7034,0,0,0
J20311146-5341401,12.591,0.723,5.03,12.029,0.615,11.782,0.585,g2031115-534140,1,p,20.51985,-53.69456,14919,0.556,0.448,0.418,2.926,3.217,3.287,2.295,0.0,,,,,,,1,1,1
J20311218-4415444,12.408,0.845,4.53,11.787,0.818,11.694,0.715,g2031122-441544,1,,20.52006,-44.26231,8854,0.473,0.446,0.343,2.718,2.874,3.056,2.071,4.0,628,5,4,9077,1.1749,1.2533,1,1,1
J20312836-5420485,12.587,0.603,6.00,11.840,0.581,11.528,0.565,g2031284-542049,1,p,20.52455,-54.34681,12014,0.347,0.325,0.309,3.150,3.344,3.426,2.321,1.0,,,,,5.7398,0.0636,1,1,1
J20313219-5351542,13.616,0.348,6.00,13.164,0.160,12.813,0.158,g2031322-535155,1,p,20.52561,-53.86514,14950,0.182,-0.006,-0.008,3.266,3.672,3.729,2.320,0.0,,,,,,,1,0,0
J20313351-1922074,11.437,0.831,5.31,10.755,0.808,10.464,0.804,g2031335-192207,1,p,20.52598,-19.36867,7874,0.386,0.363,0.359,3.130,3.301,3.370,2.266,3.0,400,8,6,7638,2.4944,0.3707,1,1,1
J20314479-5429304,13.541,0.521,6.00,12.858,0.555,12.924,0.235,g2031448-542931,1,,20.52911,-54.49181,15522,0.370,0.404,0.084,2.955,3.009,3.532,2.227,0.0,,,,,,,1,0,0
J20314600-8403303,12.135,0.676,3.23,11.273,0.705,10.943,0.648,g2031459-840330,1,p,20.52943,-84.05836,14825,0.507,0.536,0.479,3.240,3.363,3.513,2.566,2.0,,,,,,,1,1,1
J20314855-7452087,13.624,0.423,2.65,12.648,0.561,12.502,0.445,g2031485-745209,1,,20.53014,-74.86914,15319,0.267,0.405,0.289,3.123,3.085,3.283,2.121,2.5,,,,,5.3799,0.0639,1,1,1
J20315435-0130330,12.562,0.546,5.04,11.845,0.506,11.576,0.461,g2031544-013033,1,p,20.53177,-1.50917,9163,0.178,0.138,0.093,3.295,3.501,3.629,2.284,0.0,,,,,15.5546,0.0072,1,1,1
J20320061-5023085,12.789,0.512,1.93,12.107,0.516,11.867,0.486,g2032006-502308,1,p,20.53351,-50.38567,11997,0.256,0.260,0.230,3.249,3.366,3.448,2.210,1.0,,,,,6.2918,0.0670,1,1,1
J20320311-4425007,11.778,0.862,3.47,11.100,0.812,10.769,0.825,g2032031-442501,1,p,20.53419,-44.41692,9094,0.490,0.440,0.453,2.936,3.161,3.206,2.096,4.0,628,5,4,9077,1.8711,0.4836,1,1,1
J20320481-1959487,11.623,0.577,6.00,10.869,0.571,10.570,0.572,g2032048-195949,1,p,20.53467,-19.99694,7755,0.132,0.126,0.127,3.561,3.728,3.791,2.249,2.0,400,8,6,7638,2.2765,0.3571,1,1,1
J20321230-0903214,10.753,0.894,4.95,10.103,0.857,9.796,0.871,g2032123-090322,1,p,20.53675,-9.05603,5814,0.334,0.297,0.311,3.270,3.456,3.503,2.303,0.0,,,,,,,1,1,1
J20322742-2109579,11.791,0.580,3.42,10.986,0.622,10.801,0.568,g2032274-210958,1,p,20.54096,-21.16617,7937,0.151,0.193,0.139,3.489,3.581,3.707,2.410,3.0,,,,,2.9479,0.1796,1,1,1
J20332645-5935360,12.660,0.534,3.82,11.873,0.508,11.345,0.584,g2033264-593536,1,p,20.55734,-59.59333,16384,0.405,0.379,0.455,3.293,3.506,3.469,2.467,2.0,,,,,3.8347,0.1203,0,0,0
