2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks,d_mpc,M_K,M_pred,residual,mu_fj,d_fj_mpc
J00001440-7652248,13.177,0.605,5.43,12.49,0.503,12.206,0.401,g0000144-765225,1,p,0.00399,-76.87364,15941,0.465,0.363,0.261,2.94,3.266,3.489,2.137,2.2,,,,,4.2758,0.1176,1,1,1,226.08140689263934,-24.565324235522432,-23.951543769418336,-0.613780466104096,36.15754376941834,170.41536688485024
J00002213-0137463,12.625,0.312,4.52,11.896,0.278,11.741,0.201,g0000222-013746,1,p,0.00615,-1.62947,11123,0.024,-0.01,-0.087,3.708,3.921,4.067,2.338,2.5,,,,,6.4318,0.0385,1,1,1,157.75067366331015,-24.24885611272297,-24.611051791215804,0.36219567849283507,36.3520517912158,186.38474259495126
J00002348-0656103,12.595,0.638,6.0,11.857,0.665,11.869,0.428,g0000235-065610,1,p,0.00652,-6.93619,10920,0.343,0.37,0.133,3.067,3.161,3.562,2.219,3.7,,,,,6.2142,0.0448,1,1,1,154.87164941143098,-24.08085961845838,-24.220596793236208,0.139737174777828,36.08959679323621,165.16550845304135
J00002509-2602401,12.495,0.538,3.59,11.781,0.505,11.553,0.477,g0000251-260240,1,p,0.00697,-26.0445,14926,0.371,0.338,0.31,3.328,3.531,3.592,2.369,2.3,,,,,3.2827,0.1434,1,1,1,211.6862856332435,-25.075463613036668,-24.712766958756706,-0.36269665427996145,36.26576695875671,179.12384033547715
J00003564-0145472,12.242,0.8,3.24,11.605,0.77,11.281,0.804,g0000356-014547,1,p,0.0099,-1.76317,6956,0.316,0.286,0.32,2.859,3.029,3.04,2.144,3.0,,,,,3.8994,0.1036,1,1,1,98.65267337966245,-23.689544293268163,-23.97451171047596,0.2849674172077954,35.25551171047596,112.48700199121112
J00003574-4034323,13.443,0.493,2.22,12.849,0.426,12.442,0.436,g0000358-403432,1,p,0.00993,-40.57561,14746,0.322,0.255,0.265,3.035,3.26,3.318,2.189,2.8,,,,,1.7626,0.4926,1,1,1,209.13345624734077,-24.160117574450187,-24.12216276013211,-0.03795481431807701,36.564162760132106,205.50980730047075
J00004283-7217148,12.942,0.544,3.89,12.187,0.559,11.898,0.6,g0000428-721715,1,p,0.01189,-72.28741,10366,0.227,0.242,0.283,3.112,3.238,3.205,2.209,3.0,,,,,12.0403,0.0104,1,1,1,147.01460785704154,-23.93880244913235,-24.187785448868176,0.24898299973582638,36.08578544886818,164.87586604141066
J00004596-8158024,12.958,0.446,3.43,12.276,0.381,11.809,0.407,g0000459-815803,1,p,0.01275,-81.96741,12646,0.211,0.146,0.172,3.354,3.595,3.645,2.336,3.0,,,,,8.6686,0.0311,1,1,1,179.35044674514253,-24.459512314000783,-24.604489522342195,0.14497720834141248,36.413489522342196,191.7334577489511
J00004816-5511192,13.018,0.66,0.82,12.218,0.69,11.869,0.739,g0000482-551119,1,,0.01338,-55.18869,9515,0.307,0.337,0.386,2.839,2.955,2.935,2.156,2.5,,,,,3.2875,0.1339,0,0,0,134.94539781591263,-23.781790389729984,-24.0138853237176,0.23209493398761438,35.8828853237176,150.16788522168497
J00005234-3550370,12.127,0.832,5.38,11.49,0.77,11.134,0.821,g0000523-355037,1,p,0.01454,-35.84367,15324,0.658,0.596,0.647,2.884,3.115,3.071,2.402,0.0,1261.0,11.0,4.0,14646.0,1.2718,1.0467,1,1,1,217.33087505318392,-25.55160714316999,-24.821044395171217,-0.7305627479987713,35.955044395171214,155.24187484187277
J00005317-3559104,12.445,0.671,4.14,11.62,0.743,11.488,0.651,g0000532-355911,1,p,0.01477,-35.98631,14725,0.497,0.569,0.477,3.079,3.118,3.269,2.34,0.0,1261.0,11.0,4.0,14646.0,1.2351,1.1099,1,1,1,208.8356261523188,-25.111022943910484,-24.61761406008941,-0.4934088838210755,36.10561406008941,166.3883105234483
J00005579-2554210,12.82,0.671,5.17,12.17,0.61,11.899,0.584,g0000558-255421,2,,0.01549,-25.90581,14835,0.502,0.441,0.415,2.93,3.165,3.239,2.244,3.8,,,,,2.8016,0.1931,1,1,1,210.3956885548149,-24.716184179879093,-24.302625154156292,-0.413559025722801,36.20162515415629,173.91019050698415
J00010098-4345156,13.102,0.589,3.7,12.496,0.523,12.032,0.644,g0001010-434516,1,p,0.01694,-43.75431,11553,0.317,0.251,0.372,2.96,3.189,3.062,2.159,2.5,991.0,5.0,4.0,11551.0,0.8487,2.1663,1,1,1,163.84909941852217,-24.040220293326755,-24.023728727028008,-0.016491566298746818,36.05572872702801,162.60943671514124
J00010107-4351356,13.466,0.671,6.0,12.823,0.642,12.537,0.634,g0001011-435136,1,p,0.01696,-43.85992,11554,0.399,0.37,0.362,2.65,2.82,2.88,2.185,0.0,991.0,5.0,4.0,11551.0,1.06,1.491,1,1,1,163.86328180399943,-23.535408242641758,-24.109038222384896,0.5736299797431386,36.646038222384895,213.40650064559668
J00010597-5359303,11.485,0.804,4.03,10.811,0.767,10.479,0.786,g0001060-535931,1,p,0.01833,-53.99181,9238,0.439,0.402,0.421,3.162,3.362,3.397,2.368,0.8,,,,,4.2307,0.078,1,1,1,131.0168770387179,-25.10763621616743,-24.709485824319902,-0.3981503918475262,35.1884858243199,109.06795363819104
J00013295-0726099,12.26,0.821,6.0,11.648,0.766,11.301,0.828,g0001330-072610,1,p,0.02582,-7.43614,8493,0.421,0.366,0.428,2.82,3.029,2.986,2.113,2.0,579.0,1.0,1.0,8508.0,4.7827,0.0732,1,1,1,120.45099985817613,-24.103052047038616,-23.872796542935056,-0.23025550410356033,35.17379654293506,108.3326354654316
J00013415-3619001,12.43,0.545,6.0,11.762,0.526,11.293,0.652,g0001341-361900,1,p,0.02615,-36.31675,14397,0.364,0.345,0.471,3.335,3.493,3.345,2.283,2.8,,,,,1.4409,0.73,1,1,1,204.183803715785,-25.257106449875206,-24.43058939719162,-0.8265170526835846,35.72358939719162,139.54615655149948
J00013605-1444548,11.915,0.945,5.07,11.256,0.95,10.908,0.972,g0001361-144455,1,p,0.02668,-14.74867,10966,0.651,0.656,0.678,2.725,2.832,2.858,2.284,4.0,,,,,8.2851,0.0318,1,1,1,155.5240391433839,-25.050987634352097,-24.433870531628422,-0.6171171027236753,35.34187053162842,117.05072454449115
J00014527-0420489,12.812,0.711,3.53,12.087,0.748,11.913,0.647,g0001453-042049,1,,0.02925,-4.34694,14005,0.518,0.555,0.454,2.858,2.924,3.111,2.212,2.8,,,,,14.9982,0.0067,1,1,1,198.62430860870796,-24.57716199241272,-24.197628852178585,-0.379533140234134,36.110628852178586,166.7730112479363
J00021772-4345168,13.605,0.382,4.75,13.087,0.199,12.751,0.266,g0002177-434517,1,p,0.03826,-43.75467,12033,0.127,-0.056,0.011,3.175,3.603,3.531,2.224,3.0,,,,,1.0016,2.5587,1,0,0,170.65664444759608,-23.409616010121333,-24.237002465420225,0.8273864552988925,36.98800246542022,249.80463549143587
J00021977-4352198,13.6,0.446,5.22,12.813,0.465,12.636,0.441,g0002198-435220,1,,0.03883,-43.87211,11344,0.174,0.193,0.169,3.046,3.178,3.226,2.21,1.7,991.0,5.0,4.0,11551.0,1.1585,1.3789,1,1,0,160.88498085377958,-23.396577515809746,-24.191066583304977,0.7944890674952312,36.827066583304976,231.9601156796342
J00022478-5445592,13.294,0.594,2.48,12.648,0.571,12.499,0.51,g0002248-544560,1,p,0.04021,-54.76653,9603,0.266,0.243,0.182,2.864,3.024,3.142,2.182,3.5,741.0,4.0,3.0,10096.0,1.8676,0.4305,1,1,1,136.1934477379095,-23.17178107093376,-24.099194819074484,0.9274137481407223,36.598194819074486,208.7559986170875
J00023914-3846268,13.444,0.224,4.97,12.702,0.283,12.352,0.262,g0002391-384627,1,,0.0442,-38.77414,14858,0.056,0.115,0.094,3.575,3.607,3.702,2.371,1.7,,,,,4.1292,0.0872,1,1,1,210.72188342079136,-24.266548196678173,-24.71932922763031,0.4527810309521385,37.071329227630315,259.5767828304186
J00024122-8102029,13.992,0.298,4.17,13.179,0.286,12.807,0.307,g0002411-810203,1,,0.04475,-81.03406,16207,0.165,0.153,0.174,3.239,3.432,3.441,2.218,2.5,,,,,,,0,0,0,229.85392142958443,-24.000259587216547,-24.217315658799404,0.21705607158285645,37.0243156587994,254.01720422175774
J00024412-4358019,12.552,0.527,5.7,11.993,0.411,11.67,0.363,g0002441-435802,1,p,0.04559,-43.96717,11615,0.255,0.139,0.091,3.303,3.614,3.769,2.312,2.0,991.0,5.0,4.0,11551.0,1.4207,0.7582,1,1,1,164.7284073181109,-24.41384249729606,-24.525742295858915,0.11189979856285603,36.19574229585891,173.43967824104482
J00024429-5344549,12.398,0.699,6.0,11.651,0.703,11.319,0.738,g0002443-534455,1,p,0.04563,-53.74858,10287,0.4,0.404,0.439,3.018,3.164,3.159,2.333,3.7,826.0,3.0,5.0,10825.0,1.492,0.6441,1,1,1,145.8941994043398,-24.501190125787822,-24.594646119031786,0.09345599324396403,35.91364611903179,152.31028255839777
J00025470-3543194,12.471,0.672,5.74,11.759,0.666,11.625,0.508,g0002547-354319,1,p,0.04852,-35.72206,14365,0.498,0.492,0.334,3.066,3.216,3.501,2.38,1.8,1261.0,11.0,4.0,14646.0,1.0647,1.5098,1,1,1,203.7299673805134,-24.92027457825462,-24.748859437561542,-0.17141514069307817,36.37385943756154,188.26599655842296
J00030547-5402112,13.632,0.239,6.0,12.847,0.323,12.599,0.32,g0003055-540211,1,p,0.05153,-54.03642,10678,-0.06,0.024,0.021,3.443,3.445,3.483,2.144,0.2,826.0,3.0,5.0,10825.0,1.0098,1.5607,1,1,0,151.43951212593956,-23.302196009224236,-23.97451171047596,0.6723157012517227,36.573511710475955,206.39650650716607
J00031127-5444588,11.148,0.834,3.53,10.529,0.776,10.176,0.81,g0003112-544458,1,p,0.0531,-54.74944,9633,0.506,0.448,0.482,3.242,3.462,3.471,2.523,1.3,741.0,4.0,3.0,10096.0,3.0378,0.15,0,0,0,136.61891930222663,-25.501554228045613,-25.218061662024418,-0.2834925660211951,35.39406166202442,119.89810867565186
J00032129-3556222,13.28,0.389,4.55,12.615,0.311,12.245,0.326,g0003213-355622,1,p,0.05592,-35.93947,13946,0.215,0.137,0.152,3.308,3.583,3.616,2.289,1.0,1261.0,11.0,4.0,14646.0,1.2485,1.122,1,1,1,197.78754786555098,-24.235994730959284,-24.450276203812443,0.21428147285315902,36.69527620381244,218.30075652288735
J00032138-5004494,12.237,0.719,6.0,11.607,0.605,11.542,0.352,g0003214-500450,1,p,0.05593,-50.0805,10147,0.401,0.287,0.034,3.037,3.373,3.84,2.311,3.0,858.0,13.0,6.0,10352.0,1.1594,1.3768,1,1,1,143.9086654375266,-24.248434728487545,-24.522461161422115,0.2740264329345692,36.064461161422116,163.26467655779896
J00034674-5514189,12.502,0.593,2.3,11.816,0.606,11.504,0.582,g0003468-551419,1,p,0.06299,-55.23861,9845,0.255,0.268,0.244,3.181,3.285,3.395,2.144,3.2,,,,,2.5035,0.2288,1,1,1,139.62558502340093,-24.220825028985473,-23.97451171047596,-0.24631331850951454,35.478511710475956,124.65288721307618
J00034871-4337058,12.385,0.88,4.77,11.689,0.863,11.366,0.915,g0003487-433706,1,p,0.06353,-43.61831,8795,0.494,0.477,0.529,2.646,2.816,2.783,2.095,4.0,,,,,9.1598,0.0181,1,1,1,124.7340802723018,-24.11392564558219,-23.813736123072594,-0.3001895225095943,35.179736123072594,108.62936093966438
J00035182-1206094,12.61,0.435,5.17,11.766,0.512,11.537,0.447,g0003518-120609,1,p,0.0644,-12.10256,12670,0.201,0.278,0.213,3.478,3.513,3.658,2.344,1.0,,,,,20.7649,0.0037,1,1,1,179.6908239965962,-24.735629501031994,-24.630738597836622,-0.10489090319537198,36.167738597836625,171.21732971688908
J00035710-6146566,12.981,0.411,6.0,12.602,0.192,12.195,0.219,g0003572-614657,1,p,0.06588,-61.78247,8774,0.024,-0.195,-0.168,3.347,3.793,3.844,2.297,0.0,,,,,5.0025,0.0589,1,1,1,124.4362501772798,-23.27973457695942,-24.47652527930687,1.1967907023474496,36.67152527930687,215.9260578106766
J00040601-5134568,13.629,0.015,3.05,12.898,0.109,12.611,0.041,g0004060-513457,1,p,0.06834,-51.5825,10125,-0.312,-0.218,-0.286,3.888,3.848,4.035,2.362,2.0,,,,,1.5392,0.7464,1,0,0,143.59665295702737,-23.174721586048317,-24.689799017699084,1.5150774316507665,37.300799017699084,288.50929102258345
J00041205-1431250,12.11,0.677,4.3,11.357,0.704,11.141,0.676,g0004121-143125,1,p,0.07002,-14.52367,6859,0.187,0.214,0.186,3.155,3.258,3.351,2.196,3.5,,,,,4.8751,0.093,1,1,1,97.27698198837044,-23.799050440907223,-24.145130701189732,0.34608026028250904,35.286130701189734,114.08436783760477
J00041814-2506060,13.081,0.602,1.78,12.425,0.517,11.963,0.552,g0004182-250606,1,,0.07171,-25.10175,14834,0.433,0.348,0.383,2.966,3.251,3.279,2.331,2.3,,,,,3.2743,0.1387,1,1,1,210.38150616933765,-24.652037799993664,-24.58808385015818,-0.06395394983548286,36.55108385015818,204.2757294650655
J00042841-5254136,13.447,0.318,4.11,12.681,0.327,12.432,0.346,g0004284-525414,1,p,0.07456,-52.90386,9053,-0.028,-0.019,0.0,3.352,3.497,3.496,2.265,1.3,663.0,2.0,2.0,9671.0,2.9499,0.1725,1,1,1,128.393135725429,-23.110709028467262,-24.371528977329163,1.2608199488619007,36.803528977329165,229.4593692642663
J00044222-3029007,11.127,0.82,6.0,10.507,0.771,10.184,0.807,g0004422-302901,1,p,0.0784,-30.48364,7718,0.383,0.334,0.37,3.264,3.467,3.471,2.392,2.2,450.0,2.0,1.0,7778.0,2.7522,0.2001,1,1,1,109.45965111331725,-25.012270297791677,-24.788233050803182,-0.2240372469884946,34.97223305080318,98.72942556140877
J00045169-5429144,11.679,0.739,5.24,11.015,0.711,10.739,0.678,g0004517-542914,1,,0.08103,-54.4873,10711,0.411,0.383,0.35,3.22,3.398,3.51,2.378,3.2,741.0,4.0,3.0,10096.0,3.2253,0.1366,1,1,1,151.9075308466884,-25.16889652316808,-24.742297168687937,-0.4265993544801425,35.48129716868794,124.81288841663938
J00045819-6001345,12.539,0.575,5.69,11.842,0.576,11.463,0.615,g0004582-600135,1,p,0.08284,-60.02625,8884,0.194,0.195,0.234,3.195,3.329,3.344,2.211,1.7,,,,,4.8621,0.0635,1,1,1,125.9963125797759,-24.038789175996968,-24.19434771774178,0.15555854174481354,35.65734771774178,135.35351658553103
J00050371-5520325,12.716,0.511,5.09,12.062,0.488,11.966,0.373,g0005037-552033,1,p,0.08436,-55.34236,11225,0.227,0.204,0.089,3.268,3.431,3.63,2.284,1.0,,,,,3.2028,0.141,1,1,1,159.19727698198835,-24.04367817499159,-24.433870531628422,0.39019235663683105,36.39987053162842,190.534711323081
J00050534-5333071,13.632,0.268,3.39,13.085,0.167,12.763,0.202,g0005054-533307,1,p,0.08483,-53.552,10226,-0.055,-0.156,-0.121,3.382,3.659,3.653,2.26,0.5,,,,,,,1,0,0,145.02907389022832,-23.044275368567376,-24.355123305145142,1.3108479365777654,37.11812330514514,265.23123104465833
J00050967-5358015,13.024,0.483,6.0,12.124,0.695,11.983,0.535,g0005096-535801,1,,0.08601,-53.96706,10948,0.184,0.396,0.236,3.199,2.99,3.299,2.301,2.2,826.0,3.0,5.0,10825.0,1.2426,0.9456,1,1,1,155.26875620479365,-23.972420370305215,-24.48964981705408,0.5172294467488641,36.47264981705408,197.02891392832436
J00051125-5020531,12.232,0.558,5.44,11.653,0.478,11.342,0.449,g0005112-502053,1,p,0.08646,-50.34808,10509,0.24,0.16,0.131,3.361,3.609,3.726,2.222,1.2,858.0,13.0,6.0,10352.0,0.8674,2.4598,1,1,1,149.04268898028647,-24.52455338680156,-24.230440196546617,-0.29411319025494365,35.572440196546616,130.16314674937146
J00051322-1130093,11.09,0.929,5.32,10.538,0.82,10.144,0.876,g0005132-113009,1,p,0.08701,-11.50258,6433,0.412,0.303,0.359,3.058,3.352,3.35,2.267,4.2,,,,,5.4438,0.0624,0,0,0,91.23528577506735,-24.656814183616625,-24.378091246202768,-0.2787229374138569,34.52209124620277,80.24504949143991
J00052708-1331368,13.308,0.369,3.1,12.616,0.334,12.373,0.279,g0005271-133137,1,,0.09086,-13.52697,11024,0.078,0.043,-0.012,3.319,3.52,3.657,2.229,2.0,,,,,9.6019,0.0196,1,1,1,156.34661750106366,-23.597442449432542,-24.25340813760424,0.6559656881716975,36.62640813760424,211.48600213610186
J00052781-5034551,12.6,0.584,6.0,11.955,0.553,11.643,0.589,g0005279-503455,1,p,0.09107,-50.58194,10420,0.266,0.235,0.271,3.162,3.338,3.326,2.333,0.7,858.0,13.0,6.0,10352.0,0.5087,7.2371,1,1,1,147.78045667281236,-24.205085021432318,-24.594646119031786,0.38956109759946855,36.23764611903179,176.81911958488192
J00053994-5349010,11.946,0.909,6.0,11.167,0.918,11.101,0.771,g0005400-534901,1,,0.09443,-53.81692,10857,0.61,0.619,0.472,2.778,2.927,3.18,2.391,1.5,826.0,3.0,5.0,10825.0,1.98,0.3657,1,1,1,153.97815912636506,-24.836295615754096,-24.78495191636638,-0.05134369938771499,35.88595191636638,150.38010484274056
J00054453-1836506,13.44,0.379,5.65,12.778,0.299,12.567,0.217,g0005445-183651,2,,0.0957,-18.61414,15654,0.232,0.152,0.07,3.274,3.55,3.708,2.183,2.8,,,,,5.5112,0.0624,1,1,0,222.01106226067222,-24.16487307403411,-24.102475953511288,-0.06239712052282087,36.66947595351129,215.72237385040782
J00055690-1359448,12.127,0.689,2.25,11.413,0.644,11.31,0.545,g0005569-135945,1,,0.09914,-13.99575,5389,0.097,0.052,-0.047,3.117,3.349,3.545,2.063,2.0,,,,,7.0417,0.0446,1,1,1,76.42887533683165,-23.106287344594914,-23.70873982109489,0.6024524764999768,35.01873982109489,100.86673524005003
J00055956-5316358,12.38,0.864,1.63,11.713,0.886,11.412,0.861,g0005596-531636,1,p,0.09988,-53.27661,9745,0.518,0.54,0.515,2.688,2.766,2.874,2.103,3.7,663.0,2.0,2.0,9671.0,1.7406,0.4733,1,1,1,138.2073464756772,-24.290655643882985,-23.83998519856702,-0.45067044531596423,35.25198519856702,112.3044692492219
J00060356-5213078,11.35,0.716,3.92,10.647,0.709,10.36,0.674,g0006036-521308,1,p,0.10099,-52.21881,9919,0.381,0.374,0.339,3.396,3.547,3.669,2.468,1.0,,,,,2.4066,0.2642,1,1,1,140.6750815487165,-25.381085877923375,-25.037599268000235,-0.34348660992313995,35.397599268000235,120.09359720716223
J00060842-5038498,12.397,0.637,4.38,11.668,0.627,11.409,0.634,g0006084-503850,1,p,0.10234,-50.64725,10001,0.319,0.309,0.316,3.137,3.305,3.329,2.299,1.5,858.0,13.0,6.0,10352.0,0.5869,5.3733,1,1,1,141.83803715784995,-24.3499635629991,-24.483087548180475,0.13312398518137414,35.89208754818048,150.80561415196217
J00061530-5246408,11.6,0.783,5.15,10.98,0.721,10.649,0.737,g0006153-524641,1,p,0.10425,-52.77803,10702,0.479,0.417,0.433,3.168,3.395,3.428,2.4,1.7,,,,,2.068,0.3293,1,1,1,151.77988937739326,-25.257071159805967,-24.81448212629761,-0.44258903350835865,35.463482126297606,123.7930962024987
J00061637-5908413,13.651,0.229,5.6,12.976,0.255,12.516,0.359,g0006163-590842,1,p,0.10454,-59.14486,10258,-0.092,-0.066,0.038,3.451,3.525,3.437,2.148,1.0,,,,,4.1366,0.0959,0,0,1,145.48291022549992,-23.29805990026346,-23.987636248223172,0.6895763479597115,36.503636248223174,199.86062888911607
J00062844-0342581,10.354,1.034,3.23,9.685,1.008,9.45,0.983,g0006285-034258,1,p,0.10791,-3.71614,5851,0.476,0.45,0.425,3.141,3.315,3.414,2.347,3.3,,,,,4.8444,0.0622,1,1,1,82.98113742731528,-25.14489691716838,-24.64058200114703,-0.5043149160213503,34.09058200114703,65.78341273751417
J00062878-5349382,12.993,0.518,6.0,12.42,0.412,12.043,0.481,g0006288-534938,1,p,0.108,-53.8273,10828,0.219,0.113,0.182,3.142,3.438,3.383,2.168,0.8,826.0,3.0,5.0,10825.0,1.6357,0.5508,1,1,1,153.56686994752516,-23.88848766210713,-24.05325893695924,0.1647712748521073,36.09625893695924,165.67301941270293
J00062973-3218489,13.783,0.323,2.93,12.933,0.366,12.69,0.402,g0006297-321849,1,p,0.10826,-32.31364,13152,0.105,0.148,0.184,3.231,3.338,3.285,2.109,2.0,,,,,5.3503,0.067,0,0,0,186.52673379662457,-23.663705427594664,-23.859672005187843,0.19596657759317893,36.549672005187844,204.1429569174337
J00063171-1228514,13.259,0.427,1.89,12.555,0.435,12.25,0.402,g0006317-122851,1,p,0.10881,-12.48094,13960,0.233,0.241,0.208,3.243,3.359,3.464,2.177,2.0,,,,,15.4118,0.0061,1,1,1,197.9861012622323,-24.2331735180505,-24.08278914689047,-0.15038437116002967,36.33278914689047,184.73867711309035
J00063271-5210412,13.215,0.579,3.09,12.428,0.558,12.412,0.386,g0006327-521041,1,p,0.10909,-52.17808,10339,0.261,0.24,0.068,2.927,3.14,3.425,2.118,2.0,,,,,1.5821,0.6555,1,1,1,146.63168344915613,-23.41913910324582,-23.88920221511907,0.47006311187325167,36.30120221511907,182.07085976807127
J00063790-5311542,13.403,0.643,4.15,12.703,0.679,12.588,0.579,g0006379-531154,1,p,0.11054,-53.19842,10914,0.347,0.383,0.283,2.728,2.791,2.969,2.088,0.5,,,,,2.511,0.255,1,1,0,154.78655509856756,-23.360666173850426,-23.790768182014972,0.43010200816454613,36.37876818201497,188.6920646023483
J00064296-6043467,13.102,0.433,6.0,12.578,0.298,12.059,0.413,g0006430-604346,1,p,0.11194,-60.72956,10687,0.129,-0.006,0.109,3.266,3.602,3.512,2.228,2.3,,,,,7.3452,0.0268,1,1,1,151.5671535952347,-23.844025473567008,-24.25012700316744,0.40610152960043067,36.30912700316744,182.736541291459
J00064837-5106122,12.926,0.459,5.92,12.285,0.377,11.921,0.4,g0006484-510613,1,p,0.11343,-51.10347,10093,0.141,0.059,0.082,3.282,3.558,3.593,2.257,1.8,858.0,13.0,6.0,10352.0,0.925,1.9788,1,1,1,143.14281662175577,-23.857847792880996,-24.345279901834736,0.48743210895374034,36.266279901834736,179.16615779086035
J00065269-5024542,11.239,1.029,5.89,10.523,1.03,10.337,0.975,g0006527-502454,1,p,0.11464,-50.41511,9910,0.711,0.712,0.657,2.817,2.958,3.077,2.388,2.0,858.0,13.0,6.0,10352.0,0.733,3.3663,1,1,1,140.54744007942134,-25.402114699041164,-24.77510851305597,-0.627006185985195,35.11210851305597,105.29838313515116
J00073031-6109257,12.712,0.6,4.54,12.069,0.567,11.443,0.813,g0007303-610926,1,p,0.12508,-61.15708,8801,0.215,0.182,0.428,3.076,3.256,2.957,2.09,3.0,,,,,5.4598,0.0481,1,1,1,124.81917458516521,-24.038406531574694,-23.79733045088858,-0.24107608068611341,35.24033045088858,111.70332230169733
J00073247-5331390,13.443,0.473,6.0,12.487,0.67,12.487,0.407,g0007325-533139,1,p,0.12568,-53.52756,10796,0.173,0.37,0.107,3.051,2.895,3.354,2.157,0.7,,,,,1.9594,0.3874,1,1,1,153.11303361225356,-23.438060806037186,-24.017166458154403,0.5791056521172173,36.5041664581544,199.90943495639004
J00074464-0156451,12.934,0.665,4.95,12.317,0.583,11.996,0.558,g0007446-015645,1,p,0.12906,-1.94586,10976,0.372,0.29,0.265,2.877,3.141,3.25,2.138,2.0,,,,,4.8623,0.0765,1,1,1,155.66586299815629,-23.964966918428168,-23.95482490385514,-0.010142014573027325,35.95082490385514,154.9405098645626
J00074860-5446297,12.598,0.53,6.0,11.864,0.541,11.733,0.476,g0007486-544630,1,p,0.13017,-54.77486,9394,0.172,0.183,0.118,3.265,3.393,3.515,2.124,0.5,,,,,3.1121,0.148,1,1,1,133.22932917316692,-23.889999205850938,-23.908889021739892,0.01888981588895433,35.64188902173989,134.39335764063907
J00075267-4847599,13.208,0.368,5.49,12.557,0.328,12.246,0.347,g0007527-484800,1,p,0.13129,-48.80006,10561,0.059,0.019,0.038,3.353,3.549,3.57,2.146,1.0,,,,,2.7942,0.1887,1,1,1,149.7801730251028,-23.63127163972497,-23.981073979349567,0.3498023396245955,36.22707397934957,175.96034137642303
J00082488-0513044,13.288,0.606,6.0,12.662,0.529,12.383,0.561,g0008249-051305,1,p,0.14025,-5.21792,11280,0.324,0.247,0.279,2.854,3.112,3.09,2.149,0.0,,,,,4.9828,0.0616,1,1,1,159.9773081832364,-23.637291924851404,-23.990917382659976,0.35362545780857246,36.373917382659975,188.27102044783945
J00082585-0036314,13.648,0.529,4.43,13.07,0.449,12.712,0.494,g0008259-003631,1,p,0.14052,-0.60869,11784,0.265,0.185,0.23,2.87,3.113,3.093,2.134,1.8,,,,,6.1058,0.0569,1,0,0,167.12523046376398,-23.40321009578766,-23.941700366107924,0.5384902703202634,36.65370036610793,214.160845726315
J00083428-1056579,11.967,1.12,3.66,11.745,0.959,11.325,1.07,g0008343-105658,1,p,0.14286,-10.94936,8772,0.733,0.572,0.683,2.341,2.606,2.493,2.141,4.0,,,,,6.4833,0.0379,1,1,1,124.40788540632533,-24.149239541642217,-23.96466830716555,-0.18457123447666746,35.28966830716555,114.27037732335245
J00083487-1158504,13.464,0.65,6.0,12.801,0.643,12.725,0.392,g0008349-115851,1,,0.14302,-11.98072,16149,0.516,0.509,0.258,2.728,2.857,3.296,2.097,1.0,,,,,10.8089,0.0223,0,0,0,229.03134307190467,-24.07447459929154,-23.820298391946203,-0.2541762073453384,36.545298391946204,203.73220161991298
J00083620-5848043,13.601,0.365,4.02,12.868,0.377,12.698,0.328,g0008362-584804,1,p,0.1434,-58.80117,9117,-0.006,0.006,-0.043,3.192,3.318,3.425,2.192,2.5,,,,,2.9442,0.2267,1,0,0,129.30080839597218,-22.860006200612812,-24.13200616344252,1.2719999628297067,36.83000616344252,232.27433891533062
J00084355-0659488,11.334,0.838,3.37,10.627,0.8,10.319,0.778,g0008435-065949,1,,0.14543,-6.99697,8075,0.417,0.379,0.357,3.152,3.366,3.478,2.22,3.8,,,,,5.3773,0.0556,0,0,0,114.52276272869096,-24.97545908163049,-24.223877927673012,-0.7515811539574777,34.54287792767301,81.0168932933662
J00084665-5659002,12.188,0.712,6.0,11.542,0.655,11.33,0.615,g0008466-565900,1,p,0.14629,-56.98333,8118,0.343,0.286,0.246,3.063,3.293,3.398,2.329,1.5,629.0,6.0,4.0,9152.0,5.4511,0.0483,1,1,1,115.13260530421216,-23.97599166152112,-24.581521581284573,0.6055299197634518,35.911521581284575,152.1613372172704
J00085654-5349360,12.889,0.59,6.0,12.399,0.399,11.986,0.437,g0008566-534936,1,p,0.14904,-53.82672,12417,0.348,0.157,0.195,3.05,3.482,3.496,2.203,0.2,,,,,9.7544,0.0153,1,1,1,176.10268047085518,-24.2428298322169,-24.168098642247354,-0.07473118996954398,36.154098642247355,170.1452105044874
J00090044-0422301,13.644,0.465,1.4,13.032,0.443,12.776,0.463,g0009005-042230,1,p,0.15013,-4.37511,8761,0.078,0.056,0.076,2.978,3.122,3.125,2.093,1.2,,,,,,,1,0,0,124.25187916607572,-22.695514828285837,-23.80717385419899,1.111659025913152,36.58317385419899,207.31693084207356
J00090207-7949591,12.846,0.458,3.58,12.101,0.462,11.584,0.611,g0009021-794959,1,p,0.15057,-79.83303,11194,0.173,0.177,0.326,3.342,3.48,3.315,2.333,1.5,,,,,9.1555,0.0218,1,1,1,158.757623032194,-24.41967293946834,-24.594646119031786,0.1749731795634446,36.17864611903178,172.07953499713693
