2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks,d_mpc,M_K,M_pred,residual,mu_fj,d_fj_mpc
J05562495-2158510,12.259,0.731,6.0,11.491,0.775,11.263,0.718,g0556249-215851,1,p,5.94026,-21.98078,14503,0.553,0.597,0.54,3.043,3.111,3.23,2.456,1.0,,,,,2.0161,0.356,1,1,1,205.68713657637213,-25.303035661473544,-24.998225654758595,-0.3048100067149484,36.2612256547586,178.7496215372682
J05563777-3721388,12.646,0.589,5.43,11.987,0.617,11.784,0.55,g0556378-372139,1,p,5.94382,-37.36081,13305,0.375,0.403,0.336,3.162,3.22,3.355,2.305,0.0,1160.0,8.0,6.0,13302.0,2.4731,0.2432,1,1,1,188.69663877464188,-24.594820821051826,-24.502774354801296,-0.09204646625052959,36.286774354801295,180.86514086632417
J05564106-3632488,13.548,0.201,3.72,12.839,0.169,12.166,0.493,g0556411-363249,1,,5.94474,-36.54683,13575,-0.004,-0.036,0.288,3.58,3.778,3.317,2.127,0.0,,,,,1.947,0.4284,1,1,1,192.52588285349594,-24.256445617919212,-23.9187324250503,-0.337713192868911,36.084732425050305,164.79593128231846
J05564164-6308254,13.176,0.346,2.06,12.364,0.377,12.02,0.386,g0556416-630825,1,p,5.9449,-63.14036,13713,0.145,0.176,0.185,3.444,3.556,3.592,2.305,0.0,,,,,,,1,1,1,194.48305204935468,-24.424408806659756,-24.502774354801296,0.07836554814154084,36.5227743548013,201.6298703942792
J05564496-2111219,13.265,0.31,4.6,12.245,0.505,12.073,0.362,g0556450-211122,1,,5.94582,-21.18942,14803,0.14,0.335,0.192,3.487,3.353,3.619,2.368,3.0,,,,,2.9748,0.1665,1,1,1,209.9418522195433,-24.537495122310705,-24.709485824319902,0.17199070200919664,36.782485824319906,227.2464800249667
J05564873-6404563,13.238,0.451,3.1,12.572,0.42,12.186,0.473,g0556487-640456,1,p,5.94686,-64.08234,13562,0.245,0.214,0.267,3.205,3.383,3.349,2.2,2.0,,,,,,,1,1,1,192.34151184229185,-24.23436512681974,-24.158255238936945,-0.07610988788279371,36.344255238936945,185.71673835966712
J05564946-6011243,13.464,0.424,2.04,12.684,0.419,12.504,0.367,g0556495-601124,1,p,5.94708,-60.19011,11167,0.138,0.133,0.081,3.156,3.328,3.433,2.123,0.0,,,,,3.2769,0.2797,1,1,1,158.3746986243086,-23.494429007305186,-23.90560788730309,0.41117887999790526,36.40960788730309,191.39102902876544
J05564989-6130083,12.604,0.59,4.94,11.771,0.664,11.675,0.555,g0556499-613008,1,p,5.94719,-61.50225,10626,0.283,0.357,0.248,3.16,3.198,3.386,2.122,0.0,,,,,,,1,1,1,150.70202808112325,-24.21559548448338,-23.902326752866287,-0.313268731617093,35.577326752866284,130.4563882136856
J05565367-2200349,12.436,0.738,4.47,11.674,0.745,11.354,0.753,g0556537-220035,1,,5.94824,-22.00972,14144,0.549,0.556,0.564,2.956,3.096,3.123,2.271,3.5,,,,,2.031,0.3508,1,1,1,200.59566019004396,-25.157607664959777,-24.39121578394998,-0.7663918810097954,35.74521578394998,140.94288494823385
J05565511-7002148,12.895,0.295,4.11,12.113,0.346,11.821,0.363,g0556551-700215,1,,5.94863,-70.0375,10979,0.002,0.053,0.07,3.645,3.704,3.716,2.241,2.0,,,,,2.9062,0.3695,1,1,1,155.708410154588,-24.140560352021346,-24.292781750845883,0.1522213988245369,36.11378175084588,167.01533545246437
J05565727-1511248,12.497,0.5,3.81,11.797,0.396,11.468,0.434,g0556573-151125,1,,5.94924,-15.19022,6586,-0.007,-0.111,-0.073,3.438,3.751,3.74,2.096,0.0,,,,,4.7197,0.0851,1,1,1,93.40519075308467,-23.383855058494234,-23.8170172575094,0.4331621990151646,35.285017257509395,114.02588495918575
J05570534-4104234,13.308,0.271,3.57,12.494,0.359,12.237,0.253,g0557053-410424,1,p,5.95148,-41.07322,14324,0.088,0.176,0.07,3.542,3.541,3.77,2.349,0.0,,,,,3.0434,0.2121,1,1,1,203.14848957594666,-24.302067988314114,-24.64714427002064,0.3450762817065254,36.88414427002064,238.13808341055483
J05571567-3737464,13.827,0.238,3.02,12.946,0.37,12.742,0.363,g0557157-373747,1,,5.95436,-37.62958,13276,0.023,0.155,0.148,3.39,3.33,3.345,2.14,2.0,,,,,0.8465,3.3653,0,0,0,188.285349595802,-23.63208264529762,-23.961387172728745,0.3293045274311268,36.703387172728746,219.11768683638076
J05571735-3730484,13.195,0.473,3.48,12.408,0.518,12.429,0.316,g0557174-373049,1,,5.95482,-37.51347,13545,0.259,0.304,0.102,3.173,3.249,3.565,2.263,0.0,1160.0,8.0,6.0,13302.0,0.8215,2.536,1,1,1,192.10041128917882,-23.988641473460724,-24.364966708455555,0.3763252349948303,36.79396670845556,228.45114637006677
J05571913-3926164,13.192,0.533,6.0,12.578,0.509,12.61,0.184,g0557191-392616,1,p,5.95531,-39.43783,13935,0.338,0.314,-0.011,3.061,3.204,3.758,2.171,4.0,1227.0,2.0,2.0,13932.0,2.0402,0.472,1,1,0,197.63154162530137,-23.869281291861405,-24.063102340269648,0.19382104840824255,36.67310234026965,216.0829339661297
J05572864-4231273,13.193,0.413,6.0,12.405,0.419,12.29,0.289,g0557286-423127,1,,5.95795,-42.52428,15643,0.266,0.272,0.142,3.315,3.466,3.679,2.263,0.0,,,,,6.9075,0.0375,1,1,1,221.8550560204226,-24.440346653131897,-24.364966708455555,-0.07537994467634235,36.654966708455554,214.28577480243845
J05573314-2954140,12.881,0.189,6.0,12.125,0.246,11.892,0.244,g0557332-295414,1,,5.95921,-29.90383,8540,-0.209,-0.152,-0.154,3.834,3.877,3.917,2.367,2.5,,,,,4.4878,0.0725,1,1,1,121.11757197560628,-23.524035780059812,-24.7062046898831,1.1821689098232895,36.598204689883104,208.75694755624272
J05574242-1837258,13.138,0.516,3.36,12.247,0.635,12.238,0.432,g0557424-183726,1,,5.96179,-18.62389,10696,0.212,0.331,0.128,3.102,3.07,3.41,2.086,0.0,,,,,8.0482,0.0332,1,1,1,151.69479506452984,-23.666853397884427,-23.784205913141363,0.11735251525693613,36.02220591314136,160.11837821320293
J05575089-6038471,13.081,0.516,3.39,12.415,0.445,12.021,0.465,g0557509-603847,1,p,5.96414,-60.64639,10988,0.223,0.152,0.172,3.122,3.382,3.429,2.225,2.0,,,,,,,1,1,1,155.83605162388312,-23.942339680357406,-24.24028359985703,0.2979439194996232,36.26128359985703,178.75439148164617
J05575221-2005047,10.232,1.151,3.32,9.625,1.098,9.338,1.112,g0557522-200505,1,p,5.96451,-20.08464,3052,0.316,0.263,0.277,2.941,3.145,3.199,2.067,4.0,,,,,9.5744,0.0193,1,1,1,43.284640476528146,-23.843669073029005,-23.721864358842105,-0.12180471418690075,33.059864358842106,40.92350960361042
J05575457-1644207,12.815,0.422,3.19,12.039,0.444,11.771,0.426,g0557546-164421,1,p,5.96516,-16.73911,7818,-0.013,0.009,-0.009,3.42,3.531,3.613,2.287,0.0,,,,,2.0959,0.3235,1,1,1,110.87788966104098,-23.45322475709593,-24.443713934938835,0.9904891778429032,36.214713934938835,174.96161828041542
J05575872-3739273,13.356,0.359,2.36,12.67,0.368,12.292,0.365,g0557587-373927,1,,5.96631,-37.65753,12917,0.145,0.154,0.151,3.337,3.444,3.521,2.216,2.0,1160.0,8.0,6.0,13302.0,1.4946,0.758,1,1,1,183.19387320947382,-24.022554724502726,-24.2107533899258,0.18819866542307295,36.5027533899258,199.77938781547763
J05580837-4250036,12.2,0.658,6.0,11.661,0.504,11.243,0.572,g0558084-425004,1,p,5.96899,-42.8343,12676,0.424,0.27,0.338,3.204,3.577,3.529,2.329,1.5,,,,,2.0721,0.4029,1,1,1,179.77591830945963,-25.0306575792061,-24.581521581284573,-0.4491359979215268,35.82452158128457,146.18550631245213
J05581402-4718206,12.941,0.546,6.0,12.254,0.496,11.892,0.587,g0558140-471821,1,p,5.97056,-47.30583,14323,0.363,0.313,0.404,3.139,3.363,3.24,2.252,0.0,,,,,4.323,0.1271,1,1,1,203.13430719046943,-24.646916386232892,-24.328874229650715,-0.3180421565821767,36.22087422965072,175.45867521369837
J05582012-3453475,13.223,0.269,6.0,12.36,0.38,12.159,0.36,g0558201-345347,1,,5.97225,-34.8965,9680,-0.063,0.048,0.028,3.549,3.525,3.581,2.203,1.0,711.0,2.0,1.0,9993.0,2.019,0.4291,1,1,1,137.28549141965678,-23.529123213156755,-24.168098642247354,0.6389754290905998,36.32709864224736,184.2551894803972
J05582458-3754367,12.85,0.609,4.2,12.139,0.573,11.911,0.53,g0558246-375437,1,p,5.9735,-37.91028,13367,0.395,0.359,0.316,3.041,3.248,3.344,2.278,0.0,1160.0,8.0,6.0,13302.0,1.2951,0.9782,1,1,1,189.57594667423058,-24.477916166873854,-24.414183725007604,-0.06373244186625016,36.325183725007605,184.0927753002345
J05583383-5605167,13.042,0.402,6.0,12.55,0.226,12.037,0.384,g0558339-560516,1,p,5.97607,-56.08789,11981,0.145,-0.031,0.127,3.381,3.777,3.59,2.203,1.5,,,,,3.9879,0.1124,1,1,1,169.91916040277974,-24.11421176744765,-24.168098642247354,0.053886874799705,36.20509864224736,174.1885999263188
J05583427-3744457,12.73,0.648,6.0,12.044,0.603,11.678,0.633,g0558343-374446,1,,5.97619,-37.74611,13937,0.434,0.389,0.419,3.01,3.225,3.231,2.232,0.5,1160.0,8.0,6.0,13302.0,1.2651,1.0252,1,1,1,197.65990639625585,-24.80159292682312,-24.263251540914652,-0.5383413859084669,35.94125154091465,154.25892772022058
J05584083-5200397,13.354,0.471,2.61,12.813,0.358,12.395,0.514,g0558409-520040,1,p,5.97802,-52.011,8356,0.064,-0.049,0.107,3.086,3.381,3.178,2.095,4.0,,,,,1.986,0.4585,1,1,1,118.50801304779463,-22.97373858315614,-23.813736123072594,0.8399975399164532,36.2087361230726,174.4806315777043
J05584386-5835377,13.242,0.56,3.65,12.712,0.438,12.423,0.407,g0558439-583538,1,p,5.97886,-58.59386,11230,0.281,0.159,0.128,2.969,3.277,3.383,2.248,2.0,869.0,6.0,12.0,11368.0,1.0677,2.053,1,1,1,159.26818890937454,-23.587645207922076,-24.315749691903505,0.7281044839814292,36.73874969190351,222.71524120307689
J05585231-2320223,11.719,0.729,4.69,11.089,0.676,10.699,0.76,g0558523-232023,1,p,5.9812,-23.33958,5723,0.162,0.109,0.193,3.199,3.415,3.358,2.125,4.0,,,,,8.1924,0.022,1,1,1,81.1657920862289,-23.847865156156733,-23.912170156176696,0.06430500001996364,34.6111701561767,83.60534266864579
J05585702-3730542,13.229,0.671,1.68,12.748,0.589,12.457,0.528,g0558570-373054,1,,5.98251,-37.51511,12888,0.457,0.375,0.314,2.764,2.971,3.13,2.102,2.0,1160.0,8.0,6.0,13302.0,1.5802,0.6249,1,1,1,182.78258403063393,-23.852674063670595,-23.836704064130217,-0.0159699995403777,36.29370406413022,181.44324853285733
J05590254-4526199,12.942,0.649,3.3,12.155,0.655,12.017,0.567,g0559025-452620,1,p,5.98404,-45.43895,12136,0.401,0.407,0.319,2.918,3.072,3.227,2.123,2.0,1050.0,2.0,1.0,12247.0,1.9983,0.376,1,1,1,172.1174301517515,-24.162124265508158,-23.90560788730309,-0.2565163782050668,35.92260788730309,152.94017312337195
J05590293-5848383,12.648,0.681,4.72,11.93,0.654,11.608,0.619,g0559030-584838,1,p,5.98415,-58.81059,15966,0.542,0.515,0.48,2.995,3.185,3.291,2.343,2.5,,,,,6.3876,0.06,1,1,1,226.43596652957027,-25.16672705128995,-24.62745746339982,-0.5392695878901286,36.235457463399825,176.64099105031372
J05590952-5128079,10.986,0.987,2.78,10.314,0.951,9.921,0.962,g0559095-512808,1,p,5.98597,-51.46889,8326,0.578,0.542,0.553,3.0,3.194,3.272,2.148,4.0,,,,,7.2946,0.0312,1,1,1,118.08254148347751,-25.43992845936858,-23.987636248223172,-1.4522922111454086,33.908636248223175,60.496082133323725
J05591537-2552079,12.904,0.552,6.0,12.223,0.547,12.133,0.387,g0559154-255208,1,,5.98761,-25.86889,11899,0.292,0.287,0.127,3.121,3.256,3.539,2.287,0.0,,,,,1.5286,0.792,1,1,1,168.75620479364628,-24.00329874923686,-24.443713934938835,0.44041518570197624,36.57671393493884,206.7010996059154
J05592210-6213488,13.731,0.333,3.35,12.776,0.435,12.769,0.189,g0559221-621349,1,p,5.98947,-62.23034,11287,0.051,0.153,-0.093,3.231,3.259,3.682,2.275,1.0,,,,,,,0,1,0,160.07658488157708,-23.252639051838077,-24.404340321697195,1.1517012698591174,37.1733403216972,272.0621115015963
J05592518-5002418,13.452,0.353,6.0,12.65,0.402,12.467,0.303,g0559252-500242,1,p,5.99034,-50.04494,15792,0.209,0.258,0.159,3.329,3.4,3.579,2.177,0.0,,,,,4.4259,0.0967,1,1,1,223.96823145653096,-24.283932103242595,-24.08278914689047,-0.20114295635212542,36.54978914689047,204.15396985891937
J05592951-1948356,13.297,0.251,5.97,12.342,0.414,12.199,0.373,g0559295-194836,1,p,5.99153,-19.80997,8271,-0.16,0.003,-0.038,3.546,3.456,3.538,2.197,1.0,,,,,2.0472,0.3997,1,1,1,117.30251028222946,-23.147536530741966,-24.148411835626536,1.0008753048845698,36.34741183562654,185.98690487847648
J05593163-5221538,12.529,0.641,3.77,11.682,0.734,11.627,0.575,g0559316-522154,1,p,5.99212,-52.36494,9705,0.306,0.399,0.24,3.086,3.091,3.365,2.185,2.0,746.0,5.0,3.0,9933.0,1.8361,0.5188,1,1,1,137.6400510565877,-24.066724125236696,-24.109038222384896,0.04231409714819989,35.7360382223849,140.34845769217142
J05594207-3544502,12.476,0.574,3.51,11.803,0.557,11.275,0.723,g0559421-354450,1,p,5.99501,-35.74728,8782,0.188,0.171,0.337,3.233,3.389,3.208,2.217,1.0,,,,,4.6493,0.0695,1,1,1,124.5497092610977,-24.201713590456635,-24.214034524362603,0.012320933905968445,35.4890345243626,125.25841297113685
J05594215-6005038,12.488,0.672,2.18,11.687,0.676,11.337,0.653,g0559422-600504,1,p,5.99505,-60.08436,11439,0.396,0.4,0.377,3.052,3.215,3.328,2.213,2.0,,,,,3.0732,0.2906,1,1,1,162.23230747411714,-24.713686726581454,-24.20090998661539,-0.5127767399660641,35.53790998661539,128.10969502559075
J05594552-4325087,13.033,0.351,5.31,12.365,0.308,11.946,0.365,g0559455-432509,1,p,5.99597,-43.41906,12887,0.121,0.078,0.135,3.485,3.688,3.662,2.375,1.0,1094.0,3.0,1.0,12800.0,2.9578,0.1999,1,1,1,182.7684016451567,-24.363505569206147,-24.732453765377528,0.36894819617138097,36.678453765377526,216.61611029098353
J05594618-4015449,12.39,0.833,4.21,11.785,0.741,11.614,0.685,g0559462-401545,1,p,5.99616,-40.26247,12679,0.637,0.545,0.489,2.785,3.06,3.155,2.113,4.0,1185.0,16.0,5.0,13903.0,1.5255,0.7599,1,1,1,179.81846546589134,-24.66017143582286,-23.872796542935056,-0.7873748928878044,35.48679654293505,125.12938457811121
J05594936-5224309,11.482,0.949,3.59,10.906,0.848,10.572,0.858,g0559494-522431,1,p,5.99704,-52.40858,9885,0.614,0.513,0.523,2.891,3.174,3.222,2.131,4.0,746.0,5.0,3.0,9933.0,2.0633,0.3977,1,1,1,140.1928804424904,-25.161629794863245,-23.931856962797514,-1.2297728320657306,34.503856962797514,79.57403719041099
J05595289-3827366,13.053,0.456,5.44,12.407,0.409,12.013,0.472,g0559529-382737,1,p,5.99803,-38.46025,13758,0.256,0.209,0.272,3.271,3.473,3.421,2.268,0.0,1184.0,4.0,2.0,13746.0,1.5054,0.7315,1,1,1,195.12125939583038,-24.4385229521827,-24.38137238063957,-0.057150571543132855,36.39437238063957,190.052889181349
J05595301-6426540,13.113,0.436,4.14,12.469,0.348,12.085,0.387,g0559530-642654,1,,5.99805,-64.44842,13984,0.243,0.155,0.194,3.289,3.572,3.563,2.337,2.0,,,,,,,1,1,1,198.326478513686,-24.401903503066425,-24.607770656779,0.2058671537125747,36.692770656779004,218.0490161019056
J05595363-4005006,13.732,0.529,2.85,13.083,0.453,12.63,0.559,g0559536-400501,1,,5.99823,-40.08356,13278,0.333,0.257,0.363,2.854,3.115,3.001,2.096,1.5,1185.0,16.0,5.0,13903.0,0.7627,3.4631,0,0,0,188.31371436675647,-23.744409748169296,-23.8170172575094,0.07260750934010218,36.4470172575094,194.71681246711452
J05595980-4552261,12.317,0.614,6.0,11.618,0.61,11.434,0.521,g0559598-455226,1,p,5.99994,-45.87389,12557,0.377,0.373,0.284,3.244,3.381,3.555,2.346,0.0,,,,,2.3742,0.2639,1,1,1,178.0882144376684,-24.8191758978764,-24.63730086671023,-0.1818750311661681,36.07130086671023,163.77973849362704
J05595984-3810416,11.723,0.977,4.1,11.221,0.856,11.079,0.723,g0559599-381042,1,p,5.99996,-38.1782,13549,0.777,0.656,0.523,2.76,3.053,3.292,2.253,2.0,1184.0,4.0,2.0,13746.0,1.2308,1.0721,0,0,0,192.1571408310878,-25.33928264048672,-24.33215536408752,-1.0071272763991992,35.41115536408752,120.84566413556989
J06000049-3914476,13.478,0.331,6.0,12.674,0.431,12.375,0.346,g0600005-391448,1,,6.00014,-39.24661,13489,0.135,0.235,0.15,3.355,3.325,3.53,2.341,1.0,1223.0,6.0,3.0,13881.0,1.1165,1.4029,1,1,1,191.30619770245355,-24.03364519996334,-24.620895194526213,0.5872499945628746,36.99589519452621,250.714261535988
J06000484-2633418,11.75,0.752,6.0,11.05,0.743,10.675,0.778,g0600048-263342,1,,6.00134,-26.56167,12020,0.498,0.489,0.524,3.182,3.333,3.339,2.564,0.0,997.0,4.0,2.0,12070.0,1.7072,0.7691,1,1,1,170.472273436392,-25.48326876494839,-25.352588173933356,-0.13068059101503593,36.02758817393335,160.51574351493878
J06000650-2225423,12.745,0.592,3.56,11.978,0.617,11.742,0.508,g0600065-222542,1,p,6.00181,-22.42844,15168,0.432,0.457,0.348,3.128,3.234,3.458,2.309,0.0,,,,,2.5548,0.2237,1,1,1,215.11842291873492,-24.921388026584744,-24.515898892548506,-0.40548913403623743,36.25789889254851,178.47598131085343
J06000933-1827453,13.359,0.405,5.34,12.797,0.301,12.471,0.31,g0600093-182746,1,p,6.00259,-18.46267,8331,-0.001,-0.105,-0.096,3.224,3.507,3.559,2.171,2.0,521.0,3.0,1.0,8381.0,1.868,0.6248,1,1,1,118.1534534108637,-22.891232098964387,-24.063102340269648,1.1718702413052604,36.53410234026965,202.68446738940617
J06002746-5851460,13.565,0.448,1.71,12.642,0.54,12.436,0.485,g0600275-585146,1,,6.00763,-58.86275,11291,0.169,0.261,0.206,3.062,3.1,3.221,2.224,2.0,869.0,6.0,12.0,11368.0,1.8635,0.6642,1,1,1,160.133314423486,-23.58640846363088,-24.237002465420225,0.6505940017893437,36.673002465420225,216.07299566154833
J06002887-3850297,12.429,0.573,4.29,11.726,0.557,11.361,0.593,g0600289-385030,1,p,6.00802,-38.84156,14089,0.377,0.361,0.397,3.288,3.451,3.441,2.412,2.0,1223.0,6.0,3.0,13881.0,1.2354,1.0751,1,1,1,199.8156289887959,-25.142147272255933,-24.85385573953925,-0.2882915327166842,36.214855739539246,174.97304424759665
J06002979-5610549,12.167,0.825,3.88,11.492,0.777,11.181,0.796,g0600298-561055,1,p,6.00828,-56.18186,12552,0.587,0.539,0.558,2.892,3.104,3.11,2.156,3.5,,,,,4.0151,0.1062,1,1,1,178.0173025102822,-25.07131107950919,-24.0138853237176,-1.0574257557915914,35.1948853237176,109.38985955465034
J06003309-4006107,13.761,0.246,6.0,13.044,0.218,12.245,0.573,g0600331-400611,1,,6.0092,-40.10294,13369,0.05,0.022,0.377,3.408,3.601,3.126,2.195,0.0,1185.0,16.0,5.0,13903.0,0.5158,6.8768,0,0,1,189.60431144518506,-24.14424104305781,-24.141849566752928,-0.0023914763048829,36.38684956675293,189.39561221387103
J06003972-5823429,12.667,0.46,5.56,11.968,0.431,11.737,0.378,g0600398-582343,1,p,6.01105,-58.39522,11351,0.181,0.152,0.099,3.396,3.586,3.714,2.322,0.0,869.0,6.0,12.0,11368.0,3.4128,0.2169,1,1,1,160.98425755212025,-24.296917044987858,-24.55855364022695,0.2616365952390929,36.29555364022695,181.5978607015943
J06004047-2614051,12.797,0.517,5.13,11.995,0.591,11.801,0.545,g0600405-261405,1,p,6.01124,-26.23481,12651,0.263,0.337,0.291,3.235,3.26,3.356,2.247,0.5,997.0,4.0,2.0,12070.0,1.7667,0.5794,1,1,1,179.4213586725287,-24.468370705287416,-24.3124685574667,-0.155902147820715,36.1134685574667,166.99124842054286
J06004121-5355382,12.733,0.598,5.58,11.944,0.629,11.793,0.543,g0600412-535538,1,p,6.01144,-53.92728,10005,0.266,0.297,0.211,3.101,3.203,3.367,2.068,1.0,,,,,1.8084,0.4725,1,1,1,141.8947666997589,-23.96683189147594,-23.725145493278905,-0.24168639819703586,35.51814549327891,126.94894576112948
J06004344-5704195,13.08,0.386,4.76,12.289,0.419,12.244,0.228,g0600434-570420,1,p,6.01207,-57.07219,11202,0.101,0.134,-0.057,3.389,3.489,3.816,2.241,2.0,,,,,3.3503,0.1818,1,1,1,158.8710821160119,-23.761224268278397,-24.292781750845883,0.5315574825674858,36.53678175084588,202.93471698730252
J06004536-6031223,13.488,0.334,6.0,12.957,0.214,12.719,0.223,g0600454-603122,1,,6.0126,-60.52286,10870,0.037,-0.083,-0.074,3.321,3.625,3.633,2.165,1.0,,,,,,,1,0,0,154.16253013756912,-23.22089414704626,-24.04341553364883,0.8225213866025705,36.76241553364883,225.15578335118246
J06004807-1523567,11.817,0.575,5.78,11.153,0.515,10.786,0.556,g0600481-152357,1,p,6.01336,-15.39917,6892,0.087,0.027,0.068,3.567,3.776,3.772,2.106,2.0,,,,,5.5875,0.06,1,1,1,97.74500070911927,-24.16447277049474,-23.849828601877434,-0.31464416861730626,34.635828601877435,84.56014526606552
J06004903-5835296,11.366,1.031,4.57,10.629,1.054,10.297,1.06,g0600491-583530,1,p,6.01363,-58.59156,11231,0.752,0.775,0.781,2.774,2.876,2.926,2.368,1.5,869.0,6.0,12.0,11368.0,1.3153,0.9583,1,1,1,159.28237129485177,-25.713838562840465,-24.709485824319902,-1.0043527385205628,35.0064858243199,100.29912975074095
J06010147-5608007,12.667,0.769,5.88,12.074,0.666,11.918,0.644,g0601015-560801,1,p,6.01707,-56.13353,12492,0.529,0.426,0.404,2.803,3.092,3.119,2.232,0.0,,,,,4.0185,0.106,1,1,1,177.166359381648,-24.323906304405593,-24.263251540914652,-0.06065476349094112,36.18125154091465,172.2861270127526
J06010553-5837167,13.29,0.271,5.33,12.58,0.245,12.081,0.375,g0601055-583717,1,p,6.01819,-58.62125,11411,-0.008,-0.034,0.096,3.525,3.714,3.583,2.28,1.5,869.0,6.0,12.0,11368.0,1.4042,0.9069,1,1,1,161.8352006807545,-23.96436495346121,-24.420745993881212,0.45638104042000194,36.501745993881215,199.6867270533416
J06010913-5825447,13.329,0.373,6.0,12.719,0.279,12.546,0.222,g0601091-582545,1,,6.0192,-58.42905,10902,0.094,0.0,-0.057,3.305,3.59,3.702,2.329,0.0,869.0,6.0,12.0,11368.0,0.9774,2.8725,1,1,1,154.61636647284072,-23.400277315073176,-24.581521581284573,1.1812442662113973,37.12752158128457,266.3816571106489
J06012410-5838297,12.977,0.26,3.76,12.12,0.412,11.837,0.397,g0601241-583830,1,,6.02336,-58.64153,10932,-0.019,0.133,0.118,3.672,3.564,3.636,2.354,2.0,869.0,6.0,12.0,11368.0,1.1578,1.2498,1,1,1,155.04183803715785,-24.115244541717903,-24.663549942204657,0.548305400486754,36.50054994220466,199.57676945953855
J06012665-3959210,13.387,0.454,3.94,12.787,0.363,12.328,0.436,g0601266-395921,1,p,6.02406,-39.98911,15079,0.258,0.167,0.24,3.143,3.414,3.368,2.37,1.0,1185.0,16.0,5.0,13903.0,0.8469,2.5214,1,1,1,213.85619061126079,-24.322609132664788,-24.71604809319351,0.39343896052872296,37.04404809319351,256.3360091854901
J06013157-2008157,13.294,0.252,2.73,12.495,0.304,12.259,0.298,g0601316-200816,1,p,6.02544,-20.13772,8274,-0.159,-0.107,-0.113,3.546,3.615,3.664,2.238,2.0,464.0,2.0,3.0,8269.0,2.8016,0.2134,1,1,1,117.34505743866117,-23.088324009412254,-24.28293834753547,1.1946143381232162,36.54193834753547,203.4171988162131
J06013611-2020297,11.809,0.765,2.92,11.068,0.757,10.785,0.752,g0601361-202030,1,p,6.0267,-20.34167,8454,0.354,0.346,0.341,3.113,3.279,3.345,2.251,2.0,464.0,2.0,3.0,8269.0,3.4128,0.138,1,1,1,119.89788682456388,-24.60905764407979,-24.325593095213915,-0.2834645488658758,35.110593095213915,105.22492358741985
J06014687-3758406,13.357,0.418,5.82,12.845,0.27,12.523,0.269,g0601469-375841,1,p,6.02969,-37.97803,13251,0.203,0.055,0.054,3.22,3.571,3.621,2.141,2.0,,,,,1.5606,0.7342,0,0,0,187.93078995887106,-23.846989696505055,-23.96466830716555,0.11767861066049434,36.48766830716555,198.39634245375376
J06015199-4829517,13.356,0.469,4.42,12.511,0.573,12.261,0.513,g0601520-482952,1,p,6.03111,-48.49772,15766,0.325,0.429,0.369,3.136,3.114,3.241,2.27,2.0,,,,,4.1769,0.0921,1,1,1,223.5994894341228,-24.486354037749116,-24.387934649513177,-0.09841938823593921,36.64893464951318,213.69134368433782
J06015616-5025117,12.749,0.598,4.66,12.283,0.445,11.747,0.57,g0601561-502512,1,p,6.03226,-50.41994,9349,0.238,0.085,0.21,3.077,3.423,3.325,2.199,0.0,,,,,3.3921,0.1554,1,1,1,132.59112182669125,-23.865572225518626,-24.15497410450014,0.2894018789815149,35.90197410450014,151.49378658162294
J06015682-2008134,11.53,0.724,4.43,10.894,0.693,10.515,0.729,g0601568-200813,1,p,6.03246,-20.13703,8394,0.313,0.282,0.318,3.308,3.478,3.5,2.363,0.5,464.0,2.0,3.0,8269.0,3.0969,0.1659,1,1,1,119.04694369592964,-24.863591250992144,-24.693080152135884,-0.17051109885625948,35.208080152135885,110.05658441218456
J06020074-5812536,12.842,0.733,5.73,12.159,0.708,11.935,0.65,g0602008-581254,1,p,6.03354,-58.21486,11382,0.454,0.429,0.371,2.781,2.957,3.091,2.106,1.5,869.0,6.0,12.0,11368.0,1.0552,2.2336,1,1,1,161.4239115019146,-24.10483933297632,-23.849828601877434,-0.25501073109888495,35.784828601877436,143.53761321287257
J06020674-5836426,11.95,0.891,5.42,11.232,0.894,10.896,0.882,g0602067-583643,1,p,6.0352,-58.61189,11802,0.612,0.615,0.603,2.822,2.956,3.043,2.152,4.0,869.0,6.0,12.0,11368.0,3.1548,0.1683,1,1,1,167.38051340235427,-25.22252447812969,-24.000760785970385,-1.2217636921593034,34.896760785970386,95.35690729874334
J06021297-2425301,12.842,0.615,3.64,12.161,0.617,11.753,0.707,g0602130-242530,1,p,6.03694,-24.42503,12443,0.374,0.376,0.466,3.025,3.145,3.052,2.262,0.0,,,,,3.7711,0.1257,1,1,1,176.47142249326336,-24.4803719322356,-24.36168557401875,-0.11868635821684848,36.11468557401875,167.08486603882713
J06021356-5904476,13.621,0.408,3.5,13.023,0.33,12.521,0.442,g0602136-590448,1,p,6.03711,-59.07992,11472,0.129,0.051,0.163,3.12,3.368,3.273,2.039,2.5,869.0,6.0,12.0,11368.0,2.1488,0.556,0,0,0,162.70032619486597,-23.53594211823341,-23.62999259461161,0.09405047637820019,36.15099259461161,169.9020108480672
