pair_id,reason,r_ap,f0_o,f0_e,f45_o,f45_e,f22_o,f22_e,f67_o,f67_e
0,non_positive_or_invalid_flux,5,416.5590203836091,-10.26292783353074,462.6784928190373,-16.900462436683938,424.23263074711394,-0.5802643090655693,474.1831347951256,7.312780831922737
1,non_positive_or_invalid_flux,5,-21.46388707360711,25.6229389345649,-24.96756454965225,16.84874170634066,-16.38531712743861,25.46564543189152,-6.0168904539159485,30.90795590555308
